# 30,40,50,60,70,80,90,100,120,140,160,180,200,250,300,400,600,800,1000
4.224999999999999867e-01,5.464999999999999858e-01,5.879999999999999671e-01,5.150000000000000133e-01,7.339999999999999858e-01,8.319999999999999618e-01,7.125000000000000222e-01,8.245000000000000107e-01,7.884999999999999787e-01,8.814999999999999503e-01,8.619999999999999885e-01,8.435000000000000275e-01,8.635000000000000453e-01,8.365000000000000213e-01,8.844999999999999529e-01,8.930000000000000160e-01,9.184999999999999831e-01,9.220000000000000417e-01,9.370000000000000551e-01
5.240000000000000213e-01,4.430000000000000049e-01,5.815000000000000169e-01,6.310000000000000053e-01,6.814999999999999947e-01,7.520000000000000018e-01,7.379999999999999893e-01,7.660000000000000142e-01,8.359999999999999654e-01,7.920000000000000373e-01,8.519999999999999796e-01,8.840000000000000080e-01,8.485000000000000320e-01,3.780000000000000027e-01,8.739999999999999991e-01,9.350000000000000533e-01,9.320000000000000506e-01,9.385000000000000009e-01,9.320000000000000506e-01
6.404999999999999583e-01,4.304999999999999938e-01,3.629999999999999893e-01,6.895000000000000018e-01,6.430000000000000160e-01,7.155000000000000249e-01,7.269999999999999796e-01,3.960000000000000187e-01,8.209999999999999520e-01,8.529999999999999805e-01,8.169999999999999485e-01,8.455000000000000293e-01,9.054999999999999716e-01,8.824999999999999512e-01,9.210000000000000409e-01,9.084999999999999742e-01,9.130000000000000338e-01,9.409999999999999476e-01,9.379999999999999449e-01
2.984999999999999876e-01,4.249999999999999889e-01,6.750000000000000444e-01,5.234999999999999654e-01,6.720000000000000417e-01,7.185000000000000275e-01,8.159999999999999476e-01,2.119999999999999940e-01,8.120000000000000551e-01,7.660000000000000142e-01,8.279999999999999583e-01,8.679999999999999938e-01,8.525000000000000355e-01,7.940000000000000391e-01,8.595000000000000417e-01,9.254999999999999893e-01,9.314999999999999947e-01,9.144999999999999796e-01,9.475000000000000089e-01
4.924999999999999933e-01,5.945000000000000284e-01,5.620000000000000551e-01,6.290000000000000036e-01,6.129999999999999893e-01,7.554999999999999494e-01,2.119999999999999940e-01,8.070000000000000506e-01,8.000000000000000444e-01,7.914999999999999813e-01,2.119999999999999940e-01,8.509999999999999787e-01,8.870000000000000107e-01,8.505000000000000338e-01,8.840000000000000080e-01,8.970000000000000195e-01,9.264999999999999902e-01,9.310000000000000497e-01,9.399999999999999467e-01
3.220000000000000084e-01,5.274999999999999689e-01,5.879999999999999671e-01,6.280000000000000027e-01,6.390000000000000124e-01,6.875000000000000000e-01,8.030000000000000471e-01,7.680000000000000160e-01,7.750000000000000222e-01,8.379999999999999671e-01,8.715000000000000524e-01,8.299999999999999600e-01,8.559999999999999831e-01,8.479999999999999760e-01,8.784999999999999476e-01,9.110000000000000320e-01,9.270000000000000462e-01,9.375000000000000000e-01,9.435000000000000053e-01
5.180000000000000160e-01,4.859999999999999876e-01,6.225000000000000533e-01,7.099999999999999645e-01,6.260000000000000009e-01,5.859999999999999654e-01,7.189999999999999725e-01,7.600000000000000089e-01,7.734999999999999654e-01,7.984999999999999876e-01,8.010000000000000453e-01,8.804999999999999494e-01,2.119999999999999940e-01,8.114999999999999991e-01,8.954999999999999627e-01,9.204999999999999849e-01,9.250000000000000444e-01,9.304999999999999938e-01,9.409999999999999476e-01
4.665000000000000258e-01,5.450000000000000400e-01,5.190000000000000169e-01,6.264999999999999458e-01,6.985000000000000098e-01,8.305000000000000160e-01,7.339999999999999858e-01,7.804999999999999716e-01,8.125000000000000000e-01,8.299999999999999600e-01,8.080000000000000515e-01,8.449999999999999734e-01,8.675000000000000488e-01,8.329999999999999627e-01,8.834999999999999520e-01,9.184999999999999831e-01,9.124999999999999778e-01,9.300000000000000488e-01,9.415000000000000036e-01
5.104999999999999538e-01,5.865000000000000213e-01,5.665000000000000036e-01,5.440000000000000391e-01,7.449999999999999956e-01,6.394999999999999574e-01,7.405000000000000471e-01,7.674999999999999600e-01,7.219999999999999751e-01,7.784999999999999698e-01,8.705000000000000515e-01,8.479999999999999760e-01,8.894999999999999574e-01,8.409999999999999698e-01,7.814999999999999725e-01,8.890000000000000124e-01,8.870000000000000107e-01,9.280000000000000471e-01,9.505000000000000115e-01
1.960000000000000075e-01,6.039999999999999813e-01,5.070000000000000062e-01,6.864999999999999991e-01,6.925000000000000044e-01,7.650000000000000133e-01,7.015000000000000124e-01,8.169999999999999485e-01,8.074999999999999956e-01,8.295000000000000151e-01,8.525000000000000355e-01,8.780000000000000027e-01,8.689999999999999947e-01,8.705000000000000515e-01,8.960000000000000187e-01,9.210000000000000409e-01,9.379999999999999449e-01,9.120000000000000329e-01,9.505000000000000115e-01
