# 100,200,300,400,600,800,1000
9.200000000000000400e-01,9.785000000000000364e-01,9.559999999999999609e-01,9.719999999999999751e-01,9.679999999999999716e-01,9.665000000000000258e-01,9.699999999999999734e-01
9.395000000000000018e-01,9.739999999999999769e-01,9.395000000000000018e-01,9.465000000000000080e-01,9.675000000000000266e-01,9.220000000000000417e-01,9.699999999999999734e-01
9.635000000000000231e-01,9.699999999999999734e-01,9.429999999999999494e-01,9.585000000000000187e-01,9.575000000000000178e-01,9.625000000000000222e-01,9.695000000000000284e-01
9.134999999999999787e-01,9.749999999999999778e-01,9.715000000000000302e-01,9.599999999999999645e-01,9.615000000000000213e-01,9.695000000000000284e-01,9.735000000000000320e-01
4.934999999999999942e-01,9.685000000000000275e-01,9.689999999999999725e-01,9.745000000000000329e-01,9.609999999999999654e-01,9.699999999999999734e-01,9.775000000000000355e-01
9.409999999999999476e-01,9.529999999999999583e-01,9.649999999999999689e-01,9.595000000000000195e-01,9.779999999999999805e-01,9.809999999999999831e-01,9.705000000000000293e-01
9.310000000000000497e-01,9.739999999999999769e-01,9.220000000000000417e-01,9.615000000000000213e-01,9.699999999999999734e-01,9.805000000000000382e-01,9.649999999999999689e-01
9.040000000000000258e-01,9.535000000000000142e-01,9.204999999999999849e-01,9.705000000000000293e-01,9.705000000000000293e-01,9.625000000000000222e-01,9.675000000000000266e-01
8.914999999999999591e-01,9.619999999999999662e-01,9.545000000000000151e-01,9.699999999999999734e-01,9.665000000000000258e-01,9.685000000000000275e-01,9.519999999999999574e-01
9.010000000000000231e-01,9.589999999999999636e-01,9.579999999999999627e-01,9.709999999999999742e-01,9.709999999999999742e-01,9.635000000000000231e-01,9.505000000000000115e-01
9.294999999999999929e-01,9.629999999999999671e-01,9.455000000000000071e-01,9.505000000000000115e-01,9.439999999999999503e-01,9.499999999999999556e-01,9.669999999999999707e-01
9.539999999999999591e-01,9.615000000000000213e-01,9.489999999999999547e-01,9.619999999999999662e-01,9.729999999999999760e-01,9.655000000000000249e-01,9.685000000000000275e-01
9.639999999999999680e-01,9.505000000000000115e-01,9.579999999999999627e-01,9.585000000000000187e-01,9.699999999999999734e-01,9.589999999999999636e-01,9.719999999999999751e-01
9.334999999999999964e-01,9.020000000000000240e-01,9.350000000000000533e-01,9.545000000000000151e-01,9.665000000000000258e-01,9.475000000000000089e-01,9.745000000000000329e-01
9.589999999999999636e-01,9.635000000000000231e-01,9.635000000000000231e-01,9.565000000000000169e-01,9.725000000000000311e-01,9.645000000000000240e-01,9.635000000000000231e-01
9.555000000000000160e-01,9.659999999999999698e-01,9.190000000000000391e-01,9.415000000000000036e-01,9.759999999999999787e-01,9.625000000000000222e-01,9.605000000000000204e-01
9.605000000000000204e-01,9.595000000000000195e-01,9.665000000000000258e-01,9.475000000000000089e-01,9.685000000000000275e-01,9.729999999999999760e-01,9.569999999999999618e-01
9.609999999999999654e-01,9.579999999999999627e-01,9.629999999999999671e-01,9.655000000000000249e-01,9.715000000000000302e-01,9.715000000000000302e-01,9.759999999999999787e-01
9.274999999999999911e-01,9.549999999999999600e-01,9.539999999999999591e-01,9.639999999999999680e-01,9.729999999999999760e-01,9.769999999999999796e-01,9.765000000000000346e-01
9.290000000000000480e-01,9.619999999999999662e-01,9.449999999999999512e-01,9.559999999999999609e-01,9.429999999999999494e-01,9.645000000000000240e-01,9.549999999999999600e-01
