# 100,120,140,160,180,200,250,300,400,600,800,1000,1400,1600,2000
7.009999999999999565e-01,5.964000000000000412e-01,7.735999999999999543e-01,7.683999999999999719e-01,8.094000000000000083e-01,8.072000000000000286e-01,7.419999999999999929e-01,7.770000000000000240e-01,8.766000000000000458e-01,9.015999999999999570e-01,9.197999999999999510e-01,9.078000000000000513e-01,9.360000000000000542e-01,9.297999999999999599e-01,9.354000000000000092e-01
6.480000000000000204e-01,6.972000000000000419e-01,7.301999999999999602e-01,7.458000000000000185e-01,8.245999999999999996e-01,7.788000000000000478e-01,8.077999999999999625e-01,8.239999999999999547e-01,8.950000000000000178e-01,8.826000000000000512e-01,9.130000000000000338e-01,9.153999999999999915e-01,9.314000000000000057e-01,9.275999999999999801e-01,9.265999999999999792e-01
6.375999999999999446e-01,6.461999999999999966e-01,7.126000000000000112e-01,7.560000000000000053e-01,8.085999999999999854e-01,8.129999999999999449e-01,7.741999999999999993e-01,8.633999999999999453e-01,8.621999999999999664e-01,9.115999999999999659e-01,9.100000000000000311e-01,9.292000000000000259e-01,9.320000000000000506e-01,9.312000000000000277e-01,9.389999999999999458e-01
6.211999999999999744e-01,6.989999999999999547e-01,7.289999999999999813e-01,7.354000000000000536e-01,8.409999999999999698e-01,7.580000000000000071e-01,8.539999999999999813e-01,8.457999999999999963e-01,8.728000000000000203e-01,8.806000000000000494e-01,8.871999999999999886e-01,9.217999999999999527e-01,8.394000000000000350e-01,9.397999999999999687e-01,9.392000000000000348e-01
6.283999999999999586e-01,6.562000000000000055e-01,6.935999999999999943e-01,7.423999999999999488e-01,8.259999999999999565e-01,8.207999999999999741e-01,7.289999999999999813e-01,8.207999999999999741e-01,8.718000000000000194e-01,8.965999999999999526e-01,9.167999999999999483e-01,9.200000000000000400e-01,9.370000000000000551e-01,9.332000000000000295e-01,9.275999999999999801e-01
6.445999999999999508e-01,6.695999999999999730e-01,7.398000000000000131e-01,7.763999999999999790e-01,8.205999999999999961e-01,8.564000000000000501e-01,7.528000000000000247e-01,8.416000000000000147e-01,8.950000000000000178e-01,9.157999999999999474e-01,9.187999999999999501e-01,9.242000000000000215e-01,9.325999999999999845e-01,9.232000000000000206e-01,9.300000000000000488e-01
5.881999999999999451e-01,7.126000000000000112e-01,7.937999999999999501e-01,7.483999999999999542e-01,7.633999999999999675e-01,7.922000000000000153e-01,7.858000000000000540e-01,8.169999999999999485e-01,8.840000000000000080e-01,9.055999999999999606e-01,9.157999999999999474e-01,9.230000000000000426e-01,9.290000000000000480e-01,9.300000000000000488e-01,9.467999999999999750e-01
6.026000000000000245e-01,7.164000000000000368e-01,6.750000000000000444e-01,7.479999999999999982e-01,7.705999999999999517e-01,8.005999999999999783e-01,7.853999999999999870e-01,8.282000000000000473e-01,8.971999999999999975e-01,9.035999999999999588e-01,8.973999999999999755e-01,9.305999999999999828e-01,9.294000000000000039e-01,9.130000000000000338e-01,9.382000000000000339e-01
6.380000000000000115e-01,6.909999999999999476e-01,7.032000000000000473e-01,7.713999999999999746e-01,7.790000000000000258e-01,8.075999999999999845e-01,7.548000000000000265e-01,8.578000000000000069e-01,8.651999999999999691e-01,9.028000000000000469e-01,9.274000000000000021e-01,9.284000000000000030e-01,9.320000000000000506e-01,9.197999999999999510e-01,9.417999999999999705e-01
6.667999999999999483e-01,7.056000000000000050e-01,7.703999999999999737e-01,7.693999999999999728e-01,7.616000000000000547e-01,8.037999999999999590e-01,7.406000000000000361e-01,8.247999999999999776e-01,8.374000000000000332e-01,8.731999999999999762e-01,9.105999999999999650e-01,9.264000000000000012e-01,9.409999999999999476e-01,9.043999999999999817e-01,9.233999999999999986e-01
