# 100,200,300,400,600,800,1000
9.569999999999999618e-01,9.735000000000000320e-01,9.220000000000000417e-01,9.375000000000000000e-01,9.495000000000000107e-01,8.709999999999999964e-01,9.370000000000000551e-01
9.755000000000000338e-01,9.635000000000000231e-01,9.499999999999999556e-01,8.994999999999999662e-01,9.625000000000000222e-01,9.419999999999999485e-01,9.234999999999999876e-01
9.715000000000000302e-01,9.835000000000000409e-01,9.284999999999999920e-01,9.665000000000000258e-01,9.144999999999999796e-01,8.994999999999999662e-01,9.200000000000000400e-01
9.685000000000000275e-01,9.659999999999999698e-01,9.699999999999999734e-01,8.920000000000000151e-01,9.639999999999999680e-01,9.409999999999999476e-01,9.485000000000000098e-01
9.479999999999999538e-01,9.835000000000000409e-01,9.499999999999999556e-01,9.549999999999999600e-01,9.545000000000000151e-01,9.204999999999999849e-01,9.419999999999999485e-01
9.629999999999999671e-01,9.645000000000000240e-01,8.754999999999999449e-01,9.469999999999999529e-01,9.605000000000000204e-01,9.555000000000000160e-01,9.475000000000000089e-01
9.645000000000000240e-01,9.785000000000000364e-01,9.120000000000000329e-01,9.579999999999999627e-01,9.160000000000000364e-01,9.110000000000000320e-01,9.445000000000000062e-01
9.575000000000000178e-01,4.475000000000000089e-01,9.340000000000000524e-01,9.350000000000000533e-01,9.304999999999999938e-01,9.485000000000000098e-01,8.870000000000000107e-01
8.469999999999999751e-01,9.695000000000000284e-01,9.439999999999999503e-01,9.575000000000000178e-01,9.585000000000000187e-01,9.525000000000000133e-01,9.555000000000000160e-01
9.439999999999999503e-01,9.729999999999999760e-01,9.639999999999999680e-01,9.370000000000000551e-01,9.479999999999999538e-01,9.465000000000000080e-01,9.485000000000000098e-01
9.509999999999999565e-01,9.775000000000000355e-01,9.250000000000000444e-01,9.399999999999999467e-01,9.565000000000000169e-01,9.459999999999999520e-01,9.485000000000000098e-01
9.459999999999999520e-01,9.739999999999999769e-01,9.529999999999999583e-01,9.549999999999999600e-01,9.559999999999999609e-01,9.370000000000000551e-01,9.549999999999999600e-01
9.505000000000000115e-01,9.745000000000000329e-01,9.525000000000000133e-01,9.565000000000000169e-01,9.010000000000000231e-01,9.699999999999999734e-01,9.469999999999999529e-01
9.589999999999999636e-01,9.729999999999999760e-01,9.020000000000000240e-01,9.479999999999999538e-01,9.274999999999999911e-01,9.405000000000000027e-01,9.589999999999999636e-01
9.350000000000000533e-01,9.785000000000000364e-01,9.334999999999999964e-01,9.435000000000000053e-01,9.364999999999999991e-01,9.415000000000000036e-01,9.565000000000000169e-01
9.565000000000000169e-01,9.759999999999999787e-01,9.455000000000000071e-01,9.645000000000000240e-01,9.585000000000000187e-01,9.240000000000000435e-01,9.535000000000000142e-01
9.419999999999999485e-01,9.729999999999999760e-01,9.395000000000000018e-01,9.300000000000000488e-01,9.344999999999999973e-01,9.519999999999999574e-01,9.625000000000000222e-01
9.499999999999999556e-01,9.755000000000000338e-01,9.214999999999999858e-01,9.395000000000000018e-01,9.545000000000000151e-01,9.364999999999999991e-01,9.565000000000000169e-01
9.679999999999999716e-01,9.749999999999999778e-01,9.655000000000000249e-01,9.445000000000000062e-01,9.635000000000000231e-01,9.425000000000000044e-01,9.629999999999999671e-01
9.729999999999999760e-01,9.725000000000000311e-01,9.745000000000000329e-01,9.389999999999999458e-01,9.110000000000000320e-01,9.379999999999999449e-01,9.360000000000000542e-01
