# 100,120,140,160,180,200,250,300,400,600,800,1000,1400,1600,2000
6.540000000000000258e-01,7.264000000000000457e-01,7.298000000000000043e-01,7.469999999999999973e-01,8.164000000000000146e-01,8.347999999999999865e-01,7.640000000000000124e-01,7.753999999999999782e-01,8.372000000000000552e-01,8.850000000000000089e-01,9.135999999999999677e-01,9.197999999999999510e-01,9.290000000000000480e-01,9.102000000000000091e-01,9.340000000000000524e-01
6.852000000000000313e-01,6.917999999999999705e-01,7.681999999999999940e-01,7.610000000000000098e-01,8.379999999999999671e-01,8.504000000000000448e-01,8.304000000000000270e-01,8.739999999999999991e-01,8.940000000000000169e-01,9.090000000000000302e-01,9.078000000000000513e-01,9.227999999999999536e-01,9.180000000000000382e-01,9.163999999999999924e-01,9.317999999999999616e-01
6.653999999999999915e-01,7.226000000000000201e-01,7.530000000000000027e-01,6.138000000000000123e-01,8.044000000000000039e-01,8.235999999999999988e-01,7.500000000000000000e-01,7.970000000000000417e-01,8.564000000000000501e-01,9.025999999999999579e-01,9.177999999999999492e-01,9.092000000000000082e-01,9.304000000000000048e-01,9.295999999999999819e-01,9.435999999999999943e-01
5.754000000000000226e-01,6.964000000000000190e-01,7.531999999999999806e-01,7.226000000000000201e-01,7.383999999999999453e-01,8.052000000000000268e-01,6.291999999999999815e-01,8.204000000000000181e-01,8.766000000000000458e-01,8.920000000000000151e-01,9.195999999999999730e-01,9.260000000000000453e-01,9.102000000000000091e-01,9.290000000000000480e-01,9.357999999999999652e-01
5.934000000000000385e-01,6.862000000000000322e-01,7.573999999999999622e-01,8.192000000000000393e-01,8.289999999999999591e-01,8.508000000000000007e-01,7.882000000000000117e-01,8.129999999999999449e-01,8.446000000000000174e-01,9.065999999999999615e-01,9.018000000000000460e-01,9.222000000000000197e-01,9.272000000000000242e-01,9.415999999999999925e-01,9.167999999999999483e-01
6.373999999999999666e-01,7.074000000000000288e-01,7.963999999999999968e-01,7.773999999999999799e-01,7.718000000000000416e-01,8.192000000000000393e-01,7.279999999999999805e-01,8.356000000000000094e-01,8.374000000000000332e-01,9.072000000000000064e-01,8.629999999999999893e-01,9.212000000000000188e-01,9.202000000000000179e-01,9.237999999999999545e-01,9.280000000000000471e-01
7.278000000000000025e-01,6.902000000000000357e-01,7.848000000000000531e-01,7.848000000000000531e-01,7.915999999999999703e-01,8.569999999999999840e-01,7.446000000000000396e-01,8.651999999999999691e-01,8.925999999999999490e-01,9.085999999999999632e-01,9.085999999999999632e-01,9.080000000000000293e-01,9.262000000000000233e-01,9.157999999999999474e-01,9.335999999999999854e-01
6.069999999999999840e-01,7.510000000000000009e-01,7.241999999999999549e-01,6.975999999999999979e-01,7.092000000000000526e-01,7.773999999999999799e-01,8.237999999999999767e-01,8.294000000000000261e-01,8.434000000000000385e-01,9.090000000000000302e-01,8.763999999999999568e-01,9.254000000000000004e-01,9.132000000000000117e-01,9.195999999999999730e-01,9.354000000000000092e-01
6.470000000000000195e-01,6.955999999999999961e-01,7.770000000000000240e-01,7.695999999999999508e-01,8.279999999999999583e-01,7.700000000000000178e-01,7.691999999999999948e-01,8.317999999999999838e-01,9.020000000000000240e-01,9.048000000000000487e-01,8.955999999999999517e-01,9.063999999999999835e-01,9.317999999999999616e-01,9.365999999999999881e-01,9.302000000000000268e-01
6.288000000000000256e-01,7.675999999999999490e-01,7.521999999999999797e-01,8.256000000000000005e-01,8.187999999999999723e-01,8.192000000000000393e-01,7.147999999999999909e-01,8.277999999999999803e-01,8.791999999999999815e-01,8.359999999999999654e-01,9.020000000000000240e-01,9.132000000000000117e-01,9.274000000000000021e-01,9.362000000000000322e-01,9.290000000000000480e-01
