# 100,200,300,400,600,800,1000
7.095458470618812297e-02,7.525551802009684821e-02,6.736838258136432223e-02,7.092215864238965439e-02,6.913698071190965688e-02,7.052685965773078380e-02,7.690152292950033774e-02
6.419263219747395333e-02,7.131165762243213413e-02,8.171506958471078108e-02,7.783092345190315009e-02,7.583469589271013556e-02,7.829278930025197758e-02,6.985589934898689402e-02
7.604232955923481696e-02,7.560590094836669439e-02,7.040725150463057747e-02,7.680565531994008877e-02,7.349394589399160793e-02,7.411238250212057177e-02,6.523904899669893953e-02
8.215566426948539558e-02,6.995651372366151755e-02,6.984249719615751029e-02,7.267400631138530576e-02,7.110141130660253828e-02,8.268373198232917276e-02,7.612373544044734319e-02
2.588153552197324653e-02,7.617586912065438254e-02,7.337294977415625974e-02,6.733630952380952051e-02,7.731119387543969323e-02,7.000371585822548481e-02,7.990616176177987862e-02
7.879105520614954061e-02,7.255693555161271679e-02,7.512759511173468241e-02,7.575506445672190725e-02,7.299622819424800291e-02,7.205816123013575325e-02,8.028657010014306206e-02
7.651794576973344753e-02,7.657286994309808748e-02,7.029234523631654186e-02,7.792111444839186496e-02,6.550819785240415138e-02,7.780898350465277613e-02,7.063705985538869248e-02
6.819377294296713465e-02,7.339527027027026307e-02,7.190637628629753531e-02,7.248248493126481506e-02,7.132364963844646522e-02,7.757115428012778535e-02,7.184512370523465918e-02
6.889877328598016659e-02,6.869598308049207347e-02,7.472905772069644847e-02,6.909107126928909492e-02,7.582387628642887900e-02,8.519858982246247825e-02,7.858545469561886709e-02
7.634122671096364721e-02,7.688288722771480233e-02,7.739456683118654812e-02,7.289999838368163565e-02,6.790753213825444223e-02,7.126009121291675130e-02,7.055992516278325466e-02
7.498534961594452430e-02,7.741318539588872005e-02,7.305046210175096533e-02,7.711920605520111716e-02,8.056304282719375931e-02,6.558023209283712907e-02,7.583327051873689495e-02
7.019540863257864305e-02,7.129305659474288737e-02,6.928278488428864235e-02,7.912687739697804590e-02,7.158325364855333550e-02,8.101029245307851678e-02,7.898816256824109372e-02
7.710497860937426395e-02,6.604728934105788540e-02,7.011149121365579939e-02,7.330806859108746076e-02,7.046728736868251852e-02,7.105422953336412717e-02,7.807082314212315799e-02
7.422652664035599146e-02,6.874821762413256543e-02,7.375640454084367303e-02,7.321552256978415552e-02,6.903168884640835390e-02,7.412016070863847172e-02,7.545536685217169026e-02
7.102371062651435807e-02,7.403476241638651256e-02,7.773029439696105269e-02,7.599847745596732818e-02,7.352765379502446130e-02,7.983728736416907668e-02,7.940516273849607121e-02
8.268906751847235337e-02,6.933249578470591923e-02,7.617735682722720503e-02,6.833243712382784663e-02,7.660883351196855207e-02,7.632146709816611807e-02,7.547623746773701736e-02
7.835680751173709768e-02,7.258733156527097385e-02,7.509551985982160227e-02,8.226095307013650548e-02,7.614927213635555581e-02,7.419981328262842402e-02,7.377387338953517171e-02
7.186108904509959372e-02,7.432363755280974038e-02,7.646151310829905901e-02,7.566374018292076897e-02,7.741111295364791478e-02,8.073750431300802388e-02,6.960254221210396275e-02
7.384338329266874890e-02,7.237586037364798774e-02,7.178451178451178416e-02,7.450436161776366473e-02,7.646054396877667581e-02,7.249999647822344406e-02,6.651689173307007152e-02
7.583952823929263065e-02,6.693763661370401297e-02,7.205949694174598741e-02,6.931497838068334527e-02,7.467920835145715197e-02,7.362299688453599611e-02,7.074760790878539818e-02
