# 100,120,140,160,180,200,250,300,400,600,800,1000,1400,1600,2000
1.728979582706047791e-01,1.798200025536070001e-01,1.613934779929107610e-01,1.669868359349226394e-01,1.706309849841568249e-01,1.692805372619731463e-01,1.620968855269725450e-01,1.647537042291322140e-01,1.632452900627801573e-01,1.625530947598183562e-01,1.629585453390203498e-01,1.645574352384414629e-01,1.649681785945727730e-01,1.642782222392527303e-01,1.658272584267816707e-01
1.613816670057345026e-01,1.746047029056218836e-01,1.682965144672497748e-01,1.683234093123506525e-01,1.658074005366053649e-01,1.714307775273054002e-01,1.729503938510406347e-01,1.672488475402660879e-01,1.654610236629535658e-01,1.603943541900715863e-01,1.638727008793388618e-01,1.642865325292433287e-01,1.642079878812779947e-01,1.653812894063331207e-01,1.658316685479957475e-01
1.571191419732442252e-01,1.772080752416675675e-01,1.606554750941024401e-01,1.617700751759011124e-01,1.602937841640953986e-01,1.630634960143494683e-01,1.723243271631392515e-01,1.654987980224364441e-01,1.599929694244227874e-01,1.676526371461582732e-01,1.690737458629390233e-01,1.654011441729764387e-01,1.640560845109846899e-01,1.661219658870998483e-01,1.649049990406436239e-01
1.701558284615518613e-01,1.671627313336064014e-01,1.648347201939299733e-01,1.610262895287757623e-01,1.670778330623221841e-01,1.515855855666818353e-01,1.639586021163010887e-01,1.608475486250061925e-01,1.616738402519186657e-01,1.647376527123028955e-01,1.597395918694875516e-01,1.637163172959789914e-01,1.702857098928108881e-01,1.650731422868848552e-01,1.667324819975988248e-01
1.733626344132933039e-01,1.531883777401577273e-01,1.627967160885282483e-01,1.630586241397249947e-01,1.670115289194598618e-01,1.671835687755857391e-01,1.439392636480699983e-01,1.559404642037642841e-01,1.635977916573724544e-01,1.619637905318740412e-01,1.655541080281302535e-01,1.644607570310836209e-01,1.653267291281437235e-01,1.655262217403533909e-01,1.690816140243389110e-01
1.610081083452570005e-01,1.603306725973960012e-01,1.594650638571322721e-01,1.642030256943688982e-01,1.670506669198985883e-01,1.664893850467781822e-01,1.648851941570560753e-01,1.619299836305765350e-01,1.670801603747699149e-01,1.648186177015527609e-01,1.658633383213569956e-01,1.646461690229126806e-01,1.665903264483321877e-01,1.624748462945989069e-01,1.654069398869662810e-01
1.601916601163824727e-01,1.591041894514132471e-01,1.643018536171431676e-01,1.534456549680069393e-01,1.644253375476660006e-01,1.586493594263372886e-01,1.561070369779795908e-01,1.616869892025320776e-01,1.624426274261250580e-01,1.668674445422235475e-01,1.685337169228726673e-01,1.656241202211004848e-01,1.671686202673046684e-01,1.665792911137595755e-01,1.657695919812032515e-01
1.579728284458292442e-01,1.685088692350564521e-01,1.677176069231129385e-01,1.576156871339375876e-01,1.720585169220568700e-01,1.640107973536976405e-01,1.498485163065929604e-01,1.652310616673798305e-01,1.650441965864812011e-01,1.640701755747501212e-01,1.650313605174981435e-01,1.648662984428173328e-01,1.636617720152995781e-01,1.617005572754129372e-01,1.683936993873687837e-01
1.683473969035667039e-01,1.697827246376606147e-01,1.532575849588409256e-01,1.625166806222151650e-01,1.624287683332298338e-01,1.723770448365945507e-01,1.815387755471490616e-01,1.682532884281983943e-01,1.560957945280169457e-01,1.649027039614315293e-01,1.639307563449017846e-01,1.659485783400538872e-01,1.647163259744233443e-01,1.652747594149256427e-01,1.650359770109854352e-01
1.660520221461545265e-01,1.602316860737211801e-01,1.621339605815426133e-01,1.674260620793849574e-01,1.695088656141254535e-01,1.699647732388161470e-01,1.641438608219584483e-01,1.598325627544767980e-01,1.613279583244628113e-01,1.648150833660615711e-01,1.648025833963994713e-01,1.663370850478568530e-01,1.645620793598849274e-01,1.679454876066414082e-01,1.668394551657396696e-01
