,X1,X2,Label,f
0,0.04935313335958332,0.4336310778681582,0,-7.14078334403232e-07
1,0.12718516874127686,0.2971324622385426,0,-6.045025271586729e-06
2,0.16324110331737657,0.18652068045526085,0,-1.3489925010339561e-05
3,0.05662243070340695,0.04986721565115295,0,7.816940608058607e-06
4,0.2877902111659485,0.1814714352939355,0,0.001440627394055544
5,0.038607159561906926,0.03026870019721832,0,1.0181001287911726e-05
6,0.10873394336628761,0.05981567492122132,0,0.00017589876474579503
7,0.26945040602215264,0.011072387157187363,9,0.027148924776565924
8,0.34769108293565776,0.22082931522215876,0,0.0021272258181937913
9,0.270560241177682,0.05280537854621728,7,0.015861895822764042
10,0.03158747265703793,0.02542294634295754,0,7.124180987772336e-06
11,0.16273721800616867,0.08272367377533668,0,0.0006755159560513132
12,0.3272336784128845,0.05068275479835618,6,0.014718478969580978
13,0.25553004020236525,0.12938169000270777,1,0.002985128868130321
14,0.2878432299198495,0.10805233237666825,3,0.008305487274941792
15,0.12221618590173354,0.004186687123488422,1,0.003236174804711502
16,0.10681498519748148,0.06766321411949741,0,0.00010710730116599858
17,0.30710763175846656,0.011356895946421586,9,0.026689423588961834
18,0.08539943292434884,0.023406169970388913,0,0.00032844781865965216
19,0.20105579522611566,0.06782797782532543,2,0.0045183600807423814
20,0.20212649697075435,0.08214084106124428,1,0.0028943555182656053
21,0.24616676283659686,0.03502187520634632,8,0.018837157759731098
22,0.003085622956521072,0.0007972370641031318,0,2.4198706942446728e-06
23,0.21639636118931987,0.10706843021154663,0,0.001920137228449137
24,0.3172539519380195,0.055544863847115676,6,0.014391449165677007
25,0.04553461557274836,0.004535410894454958,0,0.00012079352588213064
26,0.03305480923461491,0.06140076272856447,0,-1.4390511184595302e-05
27,0.33006862086726874,0.11242557934279958,3,0.00844009434673339
28,0.03604806208565368,0.030002170803101386,0,6.9482535749933185e-06
29,0.20503588420660657,0.052960454447111595,3,0.00783958943568413
30,0.341215625617073,0.10153815781952405,4,0.008718303683755828
31,0.3404022151055401,0.016345713013448913,9,0.02369018388675174
32,0.34999447830489566,0.20867764107857806,1,0.002908891311931536
33,0.1360599756400209,0.025484202955208105,1,0.00237108423057804
34,0.33203875838882074,0.1903865212516449,1,0.0032062281764081283
35,0.32791375660591043,0.05926609948198662,6,0.013331512687460922
36,0.2714141606263835,0.05130829810819405,7,0.016165090843074836
37,0.34353103474943514,0.2086237026341913,1,0.0026179401442383682
38,0.10296804871899583,0.0434150032834829,0,0.0002912640010100758
39,0.34864934517905327,0.050502492372800634,6,0.013695628617236394
40,0.27718316517206015,0.07629361635144444,5,0.012083803297892865
41,0.2165737403777775,0.06243667109707274,3,0.00781871018815006
42,0.11374455044923511,0.007433971191815089,0,0.002074528958102518
43,0.19248354359076553,0.0933856805248774,0,0.0013834358361278067
44,0.0981657397794621,0.06259468801575979,0,8.84687236997492e-05
45,0.08815085961386829,0.014485739478899973,0,0.0005495914918961105
46,0.10393896015220233,0.06903487554069228,0,8.499359967412541e-05
47,0.11503617810261065,0.0029882487134763602,1,0.0025963967101419344
48,0.060356826361845986,0.035184701079019186,0,4.779541206621254e-05
49,0.19982610230774722,0.012064004910261675,8,0.01933178052815264
50,0.3137104881660559,0.06857169497406827,5,0.012762632790005874
51,0.09541863117943526,0.04000529849537985,0,0.00024147543871820112
52,0.2820025645793801,0.0001555723933585884,9,0.032284016109341195
53,0.23646276146534947,0.04164208864492726,7,0.01610171371294651
54,0.19726131497375068,0.03753790036880311,4,0.010071415778582882
55,0.041518677564679835,0.029164658253100245,0,1.6760255905652126e-05
56,0.11840895039612027,0.01805631188583097,0,0.001626196100001419
57,0.003506019850912917,0.05582552204401032,0,-1.5642573582821424e-05
58,0.1467970578987974,0.009445398825829412,2,0.006215863017731001
59,0.3407762661205061,0.07224749846544812,5,0.011080213479733935
60,0.31091916652731305,0.166652927492418,1,0.003774579780113987
61,0.21231776782359785,0.09238701252637206,1,0.002807462830198753
62,0.1637009407343979,0.03486565642839324,2,0.00438595208640581
63,0.1675702062627179,0.06709764247971357,0,0.0015225354506780311
64,0.00737231005877616,0.060449933809993736,0,-1.5616072601695862e-05
65,0.05069020865894224,0.04175475272906199,0,1.1022195374890418e-05
66,0.04308015874899496,0.020842317618402627,0,3.9214291453090585e-05
67,0.11413963787464583,0.06082192882794043,0,0.00021663188347935029
68,0.030339800727850356,0.03249387278283104,0,-2.089012106041412e-06
69,0.1994989597974028,0.05605443430843627,2,0.006254186854468153
70,0.2556263463578455,0.003502263379750098,9,0.030081074062945502
71,0.23603044365251555,0.0031205541451290036,9,0.02909709034581669
72,0.29538167489557987,0.05244930575649134,7,0.015733746359568982
73,0.012911643062198013,0.03481602974063196,0,-1.2902049130681756e-05
74,0.30975241520968155,0.1684135196768847,1,0.0035561050122161855
75,0.19403555302579487,0.03437314255630966,4,0.0102348403407917
76,0.08821386438077142,0.025268186184930028,0,0.0003424149429962543
77,0.33208329658574903,0.1301797962392567,3,0.007322740045895505
78,0.26435524359318824,0.028819769957212832,9,0.02125617648463078
79,0.24027895010712125,0.04684358453683557,7,0.015210148619861471
80,0.2786757205689951,0.13943472630556922,1,0.003917482836314155
81,0.22477346119622185,0.09807529219345168,1,0.0033777992685751854
82,0.0027840704866780586,0.06653186156932323,0,-1.5017649284027866e-05
83,0.23698838272396516,0.10483517895905566,1,0.0038307246496158726
84,0.03999881203928937,0.042310761638996774,0,-2.2530787909045287e-06
85,0.06778033021802934,0.030090378904172516,0,0.00010060837397821406
86,0.24212728453780824,0.11092583277749275,1,0.0036510974963867866
87,0.15205186817651375,0.030709262693778674,1,0.0034493520519329026
88,0.05092155301768086,0.05026135611142507,0,5.517746515500552e-07
89,0.22965430296084927,0.001194314564752691,9,0.029352126600453155
90,0.15232133133684758,0.019787157790022616,2,0.005161661288889216
91,0.27727562748778883,0.10984023437559139,3,0.007311067274669247
92,0.11429501321363003,0.00026579084416931964,1,0.002808711527652393
93,0.16603985519190156,0.017754484286047825,3,0.008362621784563894
94,0.3258558005124309,0.11564379286644505,3,0.00831347880254597
95,0.02434312137703984,0.01808081909012086,0,7.2803930126694096e-06
96,0.3106631138956692,0.07376041307866034,5,0.012270136937531777
97,0.3491434637810806,0.1393889969972296,3,0.006605562750070822
98,0.3055120051651313,0.09687590024330324,4,0.01001640506859592
99,0.12706929530459307,0.025651214672843314,0,0.001678301509049866
100,0.3022597330292763,0.05345664663754089,7,0.015342121559778625
101,0.33267786324708953,0.012177806589930174,9,0.025743914659085616
102,0.33697791955878514,0.00790890426329942,9,0.02774517043593411
103,0.16262212428129058,0.01993753077451945,3,0.007065265868940018
104,0.08975063269942735,0.05005369196785786,0,0.00011112746422191415
105,0.25168699160385816,0.1268183680115964,1,0.0029097706518482294
106,0.14751761331795646,0.037373400186174716,1,0.0022861699876955896
107,0.21813606423847473,0.058516805576269454,4,0.008931195954079136
108,0.10185743086251166,0.061624532430950764,0,0.00011370436364643091
109,0.30960146379660985,0.06052849722234474,6,0.013981603679558308
110,0.0949343760235192,0.05611847322187828,0,0.00010578799921621473
111,0.026023724923815023,0.055355475910593005,0,-1.4555123066440999e-05
112,0.29288234575767974,0.08045658413823016,5,0.011812135088791425
113,0.2881135818546955,0.024465278425492593,9,0.022327032264959166
114,0.26762820732400555,0.07077238297499747,5,0.012523204361149827
115,0.1731454623401865,0.029427594549299725,3,0.007021289423777221
116,0.28794596422733615,0.003398239313877116,9,0.030629318746450324
117,0.21938359820609338,0.05072739203767095,5,0.011013282774145544
118,0.10539639981084388,0.04607964457403408,0,0.00028774176676982834
119,0.08153873230811662,0.06081110227320345,0,3.4624411576847676e-05
120,0.0662548027020085,0.0557055391993765,0,1.348380909875028e-05
121,0.1001670518346619,0.017952855274867813,0,0.0007854768409017401
122,0.0033593147341829496,0.005508083089523427,0,-2.0400002334798254e-06
123,0.11199431338138577,0.02747284015847508,0,0.000857044132617285
124,0.05242512905283447,0.008058626124272786,0,0.00014343589959065143
125,0.31410285935723253,0.14244759538823026,2,0.006074057990474163
