problem,m,N,method,repetitions,mean_estimate,benchmark_probability,bias,abs_bias,sample_variance,sample_sd,rmse,variance_ratio_to_naive,classifier_accuracy_mean,classifier_error_mean
lotka,5,1400,Random_PPSVMG,30,0.016748414620397205,0.015973572007985302,0.0007748426124119037,0.0007748426124119037,3.2318278912078776e-07,0.0005684916790251092,0.0009610223010576244,0.027021946107442494,0.6948533333333333,0.3051466666666667
lotka,5,1600,Naive,30,0.014906954141422542,0.015973572007985302,-0.0010666178665627597,0.0010666178665627597,5.62477595586028e-06,0.002371661012004093,0.002600471039856274,1.0,,
lotka,5,1600,POF_MLP,30,0.01383465021815639,0.015973572007985302,-0.0021389217898289126,0.0021389217898289126,1.5812619613789488e-06,0.0012574823900870138,0.00248117882958562,0.2811244347841945,0.8025466666666666,0.19745333333333337
lotka,5,1600,POF_PPSVMG,30,0.014509593837145297,0.015973572007985302,-0.0014639781708400048,0.0014639781708400048,3.0878273084082477e-07,0.0005556822210947771,0.0015658910611970652,0.054896894252137035,0.6886866666666667,0.31131333333333333
lotka,5,1600,Random_MLP,30,0.018569571691418704,0.015973572007985302,0.0025959996834334018,0.0025959996834334018,9.549767554979976e-07,0.000977229121290395,0.002773840498638002,0.1697804077872714,0.7964,0.2036
lotka,5,1600,Random_PPSVMG,30,0.016781663264295577,0.015973572007985302,0.0008080912563102755,0.0008080912563102755,2.8313118647316715e-07,0.0005321007296303653,0.0009675446578831835,0.050336438054600474,0.7007266666666666,0.2992733333333334
lotka,5,2000,Naive,30,0.015973572007985302,0.015973572007985302,0.0,0.0,6.046526688950576e-06,0.0024589686230105856,0.0024589686230105856,1.0,,
lotka,5,2000,POF_MLP,30,0.014127984198135296,0.015973572007985302,-0.0018455878098500057,0.0018455878098500057,2.4078470038126024e-07,0.0004906981764600927,0.0019097065387771498,0.0398219858718676,0.8173600000000001,0.1826399999999999
lotka,5,2000,POF_PPSVMG,30,0.018259632325251716,0.015973572007985302,0.002286060317266414,0.002286060317266414,2.9083081440164257e-06,0.001705376247054129,0.002852083434648545,0.480988225741411,0.7001266666666666,0.29987333333333344
lotka,5,2000,Random_MLP,30,0.01837403824328125,0.015973572007985302,0.00240046623529595,0.00240046623529595,6.87346542206152e-07,0.0008290636538928431,0.0025396032542509593,0.11367626036650251,0.8123533333333334,0.18764666666666663
lotka,5,2000,Random_PPSVMG,30,0.01635114741985958,0.015973572007985302,0.00037757541187427926,0.00037757541187427926,2.8529823482342724e-07,0.0005341331620704965,0.000654111172871599,0.04718382130765772,0.70604,0.29396
lotka,10,100,Naive,30,0.013525406712094736,0.015576425989850932,-0.002051019277756196,0.002051019277756196,0.0001388112679254616,0.011781819380955625,0.011959011163268857,1.0,,
lotka,10,100,POF_MLP,30,0.013084939647887895,0.015576425989850932,-0.002491486341963037,0.002491486341963037,6.0976644560213875e-06,0.0024693449447214513,0.003507872381973116,0.043927734017210264,0.49734,0.50266
lotka,10,100,POF_PPSVMG,30,0.020523193077512426,0.015576425989850932,0.004946767087661494,0.004946767087661494,6.51633982824e-06,0.002552712249400625,0.005566582834002471,0.04694388233481969,0.48686,0.5131399999999999
lotka,10,100,Random_MLP,30,0.014711591232503598,0.015576425989850932,-0.0008648347573473342,0.0008648347573473342,5.791279933305153e-06,0.0024065078294709854,0.002557189686124433,0.041720531912545704,0.48966666666666664,0.5103333333333333
lotka,10,100,Random_PPSVMG,30,0.016795837759399215,0.015576425989850932,0.0012194117695482828,0.0012194117695482828,3.3122527441542355e-06,0.0018199595446476923,0.002190711712632931,0.02386155528766467,0.49194,0.50806
lotka,10,120,Naive,30,0.017448618700240413,0.015576425989850932,0.0018721927103894816,0.0018721927103894816,8.44290556652477e-05,0.009188528482039314,0.00937732164373619,1.0,,
lotka,10,120,POF_MLP,30,0.013498452308183057,0.015576425989850932,-0.0020779736816678752,0.0020779736816678752,7.685217759964911e-06,0.0027722225307440437,0.0034645623651002816,0.09102574581002054,0.5053666666666666,0.49463333333333337
lotka,10,120,POF_PPSVMG,30,0.020243998862134294,0.015576425989850932,0.004667572872283362,0.004667572872283362,2.585000574816631e-06,0.0016077936978408116,0.004936723315407922,0.030617428496013097,0.5008133333333333,0.49918666666666667
lotka,10,120,Random_MLP,30,0.016901729540101117,0.015576425989850932,0.0013253035502501856,0.0013253035502501856,8.656023543896174e-05,0.009303775332571275,0.009397694660887185,1.02524225525113,0.4939,0.5061
lotka,10,120,Random_PPSVMG,30,0.01810593107019898,0.015576425989850932,0.002529505080348049,0.002529505080348049,1.6223113309581725e-06,0.0012736998590555674,0.0028320853240085763,0.0192150832219475,0.49588666666666664,0.5041133333333334
lotka,10,140,Naive,30,0.01496344235429835,0.015576425989850932,-0.000612983635552582,0.000612983635552582,0.00010026550816596335,0.010013266608153572,0.010032011617986624,1.0,,
lotka,10,140,POF_MLP,30,0.013175953694821937,0.015576425989850932,-0.002400472295028995,0.002400472295028995,1.1547076196612601e-05,0.0033980989091862233,0.004160449907860251,0.11516498951463383,0.5081,0.4919
