N,m,repetition,nn_probability_estimate,two_stage_probability_estimate,nn_classification_error
2000,5,72,0.2298084714911891,0.22832064981742242,0.05674
2000,5,73,0.23172427039547433,0.2223319467562623,0.05754
2000,5,74,0.23054699151103764,0.22847209432929566,0.05942
2000,5,75,0.23067018793432126,0.22063003474167558,0.06056
2000,5,76,0.2309467723307048,0.22273007204993003,0.06084
2000,5,77,0.23100507269750237,0.22980634431112593,0.0555
2000,5,78,0.23182456081629457,0.2351389436463181,0.05666
2000,5,79,0.22985769008086443,0.24180126964350124,0.05914
2000,5,80,0.23078792626665662,0.24495219885988795,0.062
2000,5,81,0.23094132963066152,0.22815569352651105,0.05484
2000,5,82,0.23111881429400988,0.2312156325469613,0.06038
2000,5,83,0.23086897967121342,0.2335269958957798,0.05728
2000,5,84,0.22959125194041127,0.22254977322900202,0.05798
2000,5,85,0.23115466235269355,0.23124795978181725,0.0569
2000,5,86,0.23147711264132997,0.24249882701699457,0.05586
2000,5,87,0.23166359005182516,0.22144205273721834,0.0606
2000,5,88,0.23169062146638114,0.22190535918696552,0.0554
2000,5,89,0.23164590871237634,0.230910879002217,0.0563
2000,5,90,0.23132609385571365,0.2194960138329675,0.05984
2000,5,91,0.2311622252019458,0.23071193059327597,0.05572
2000,5,92,0.2321539917107485,0.24131606526688995,0.06108
2000,5,93,0.23206322362609527,0.22085670961708193,0.05738
2000,5,94,0.2307581848332993,0.23071426521989544,0.05264
2000,5,95,0.23086857391196924,0.25014287042615013,0.06036
2000,5,96,0.2310848188100736,0.23854551890323308,0.05592
2000,5,97,0.23024317246542875,0.23163612794369653,0.0617
2000,5,98,0.23156359164688883,0.2287627663091416,0.06042
2000,5,99,0.22958797524841532,0.23775318636004014,0.05864
5000,5,0,0.2308108871323122,0.23029985564772038,0.03904
5000,5,1,0.2323648013470995,0.2196323463647308,0.03548
5000,5,2,0.23111995925158124,0.23399942590184442,0.03608
5000,5,3,0.23080341396361478,0.2276458160345453,0.03642
5000,5,4,0.2309869693165857,0.2247183037509384,0.03706
5000,5,5,0.22974323294045676,0.22516031399744801,0.03498
5000,5,6,0.23074249509376932,0.2325399820232113,0.03802
5000,5,7,0.2309248561743876,0.23801101987357046,0.03792
5000,5,8,0.23187909442649368,0.22301684747093378,0.03652
5000,5,9,0.23043404798835684,0.2364152251833071,0.0347
5000,5,10,0.23130965899771927,0.23090390787262374,0.0356
5000,5,11,0.23107222660615145,0.23812117311594444,0.03748
5000,5,12,0.23160354573156985,0.23541847969042395,0.03454
5000,5,13,0.229906469039201,0.22723749562614387,0.03422
5000,5,14,0.23141947689622486,0.22380679634339223,0.03904
5000,5,15,0.23099825372125182,0.23955475384585967,0.03554
5000,5,16,0.23071533907199926,0.22236558920374377,0.03586
5000,5,17,0.23078897036917248,0.22809982211049154,0.03668
5000,5,18,0.2298625535414701,0.23267568669421032,0.0384
5000,5,19,0.23011595495080708,0.23076345888806574,0.03584
5000,5,20,0.23174648909524406,0.22808179347346072,0.03766
5000,5,21,0.23084092790239394,0.2303765984028872,0.03834
5000,5,22,0.23002885736652295,0.2276534285952748,0.03402
5000,5,23,0.2296993751033525,0.22172932795939485,0.03724
5000,5,24,0.23027563553462757,0.22247794272188684,0.03632
5000,5,25,0.2310852147098954,0.2288194365667628,0.03874
5000,5,26,0.23048611598721497,0.23529600463560335,0.03532
5000,5,27,0.23146535698304765,0.2301367990437966,0.03838
5000,5,28,0.23086114050734086,0.2300266904142433,0.03602
5000,5,29,0.23128189638373203,0.2282436432786616,0.0349
5000,5,30,0.2309278622944605,0.2334701151620524,0.03756
5000,5,31,0.23195923932312595,0.23928190432237667,0.03808
5000,5,32,0.2299392921768282,0.22480740828593243,0.0358
5000,5,33,0.23091721963059003,0.23615086709587302,0.03756
5000,5,34,0.2315059788884092,0.22968271136842444,0.03826
5000,5,35,0.23093923612518677,0.24029613921392295,0.0375
5000,5,36,0.23070647890149346,0.23054252471757575,0.03768
5000,5,37,0.230753669882364,0.22726064341615365,0.03626
5000,5,38,0.23008532585431504,0.22475546787036646,0.03456
5000,5,39,0.23045551895629016,0.22370672943478329,0.03864
5000,5,40,0.23082843680325396,0.23801587073422795,0.0357
5000,5,41,0.23092281422688543,0.21501894979253236,0.03872
5000,5,42,0.23048044520590388,0.23509848607870007,0.03566
5000,5,43,0.23207408378326277,0.2305360284741282,0.03826
5000,5,44,0.23078890649135658,0.23146024403896934,0.03928
5000,5,45,0.23100688297268437,0.23325293289306004,0.03612
5000,5,46,0.23139275180058372,0.22630250369742266,0.0345
5000,5,47,0.2304431006793878,0.23161818421508792,0.03768
5000,5,48,0.23087675467801577,0.2331537583859946,0.0344
5000,5,49,0.22962421246772907,0.2322652745426262,0.03796
5000,5,50,0.23123581483880093,0.2266717941588639,0.0381
5000,5,51,0.2315710814137594,0.22590596136936206,0.0355
5000,5,52,0.23097804667165464,0.22921605738686615,0.03678
5000,5,53,0.23050029433387187,0.23298880956309528,0.03628
5000,5,54,0.2307103635616391,0.22483468378867014,0.0369
5000,5,55,0.23091476787004714,0.234484849660505,0.03666
5000,5,56,0.2306546454904401,0.23091989655009046,0.03506
5000,5,57,0.23067600528368265,0.22667874086110296,0.03496
5000,5,58,0.23037807437684288,0.2275124377058324,0.03722
5000,5,59,0.23049939997318653,0.2317963465427967,0.03876
5000,5,60,0.23106024736988842,0.23090432732125152,0.03924
5000,5,61,0.2304253189627725,0.24109956776065566,0.0353
5000,5,62,0.2313703819499928,0.24095264517482431,0.03596
5000,5,63,0.23048330135955178,0.22567324411615627,0.03566
5000,5,64,0.2306727442099472,0.23637951513995253,0.03476
5000,5,65,0.23085340313165711,0.22348105763075357,0.0352
5000,5,66,0.23087176952457567,0.2277082968863882,0.03766
5000,5,67,0.23147349242173987,0.23196173028813774,0.03742
5000,5,68,0.23057694261761474,0.2356339079619407,0.0377
5000,5,69,0.23065988427246154,0.2205026290532938,0.035
5000,5,70,0.23141761893000193,0.24539302668079327,0.03826
5000,5,71,0.23042861384586405,0.22963990789882294,0.03602
5000,5,72,0.2299708609692711,0.2326561068621953,0.03798
5000,5,73,0.23041377479165603,0.22901254403931684,0.03524
5000,5,74,0.23056747426412383,0.2365054188537089,0.03756
5000,5,75,0.2309828340850763,0.23060201122838866,0.0344
5000,5,76,0.2312569090571956,0.23389571050751473,0.03672
5000,5,77,0.23062155696083075,0.22440263567978547,0.03702
5000,5,78,0.23047335662170493,0.22781034258139485,0.03846
5000,5,79,0.23049917021956354,0.23373871462634133,0.03582
5000,5,80,0.23078915627455776,0.23135272472967278,0.0386
5000,5,81,0.2312334694114653,0.23814893169272972,0.03748
5000,5,82,0.23137954786842582,0.23160222315476012,0.0351
5000,5,83,0.2304071828297805,0.2356477762742222,0.03486
5000,5,84,0.22999991654602348,0.2316866440173457,0.03808
5000,5,85,0.23102993165276628,0.22924367102377852,0.03448
5000,5,86,0.23095001765805617,0.22535078684958867,0.0385
5000,5,87,0.22971631598940026,0.2260646168973288,0.03496
5000,5,88,0.231696501035599,0.23149133586176068,0.03722
5000,5,89,0.23037005800142912,0.22526845296403983,0.03622
5000,5,90,0.23078170644858959,0.23403482278067114,0.03736
5000,5,91,0.23133578646149852,0.2227498035840848,0.03498
5000,5,92,0.2306794372724846,0.23002904945051042,0.03746
5000,5,93,0.2311633468880607,0.24357299762698745,0.03548
5000,5,94,0.2303103499787118,0.22847676085671023,0.03592
5000,5,95,0.2305980108157898,0.2281422768262235,0.03644
5000,5,96,0.230753515156913,0.2384328185189169,0.03778
5000,5,97,0.23126803705772986,0.23295056986651136,0.03676
5000,5,98,0.23024292754380332,0.22716180866503013,0.03616
5000,5,99,0.230547369945457,0.2361813567099097,0.0353
10000,5,0,0.2305684165047684,0.23107303307643093,0.02474
10000,5,1,0.2304522310194785,0.23286543915811161,0.0253
10000,5,2,0.2312055850919137,0.22910515213710944,0.0251
10000,5,3,0.2309994703583535,0.228918149056521,0.02528
10000,5,4,0.23039614318142226,0.23512369372704675,0.02658
10000,5,5,0.23156299048872217,0.22416148832414126,0.025
10000,5,6,0.23043060156514375,0.23019150180878578,0.0274
10000,5,7,0.2301522447373639,0.22717640758292562,0.02558
10000,5,8,0.2311357036983599,0.23091400306278398,0.02556
10000,5,9,0.23078840035600015,0.24176989280287792,0.02592
10000,5,10,0.23052805601939452,0.23020919182010485,0.02426
10000,5,11,0.23090837058011632,0.230954319163476,0.02302
10000,5,12,0.2300455958684058,0.22928291254632116,0.026
10000,5,13,0.23079947296724276,0.24013348306343937,0.02664
10000,5,14,0.23072456082908596,0.2267104885437538,0.0245
10000,5,15,0.2310744491413291,0.22672060596604196,0.0271
10000,5,16,0.2308973432320217,0.23183423509298542,0.0257
10000,5,17,0.23096272742503904,0.23345264634916738,0.02632
10000,5,18,0.23085490039593215,0.22688480722983467,0.02552
10000,5,19,0.23035691345809609,0.22962782637338283,0.02542
10000,5,20,0.23055006577670892,0.23634300491937754,0.02614
10000,5,21,0.2307151734038163,0.23667695605878394,0.02536
10000,5,22,0.2301174301992595,0.22102367463486422,0.026
10000,5,23,0.23089134715166715,0.22752468272922446,0.02506
10000,5,24,0.23092183299317653,0.2327317141599446,0.0268
10000,5,25,0.23053579900229673,0.23113806140427623,0.0264
10000,5,26,0.23108035239753125,0.23440430048934516,0.02386
10000,5,27,0.23100054091714273,0.22855894385876913,0.02774
10000,5,28,0.23121480678082318,0.22895249859418337,0.02786
10000,5,29,0.23125309668544836,0.2397261794896754,0.02494
10000,5,30,0.23077062112151384,0.22784092607129322,0.026
10000,5,31,0.23067374257317863,0.23005919605647104,0.02392
10000,5,32,0.23120515079400036,0.23056270329154202,0.02718
10000,5,33,0.23093361901063506,0.22680790460325415,0.02696
10000,5,34,0.2307508781844195,0.22563024975822643,0.02552
10000,5,35,0.230501853652476,0.23246573538234125,0.0253
10000,5,36,0.23117939084850825,0.22388191842533067,0.02364
10000,5,37,0.23113057107804297,0.23143971650961198,0.0266
10000,5,38,0.23081063904369667,0.22972677240824232,0.02588
10000,5,39,0.2310081533141249,0.23085562043852154,0.02654
10000,5,40,0.23031928685270428,0.2289375412857905,0.02478
10000,5,41,0.23061730221289933,0.2322443094567239,0.0258
10000,5,42,0.23075297014216034,0.23264610737049785,0.02428
10000,5,43,0.2305869200596078,0.22776001992298792,0.02558
10000,5,44,0.23035429041673652,0.23592534457892078,0.02546
10000,5,45,0.23030478814252947,0.23941606662477735,0.02456
10000,5,46,0.2307624579804619,0.2358190995724649,0.0269
10000,5,47,0.23049907690242227,0.2238613704031667,0.02754
10000,5,48,0.23105298445771225,0.2293408743665534,0.02532
10000,5,49,0.2304305172998121,0.23160702866098445,0.02704
10000,5,50,0.23081501540912056,0.23538278271506288,0.02606
10000,5,51,0.23033645247993415,0.2292187475571994,0.0271
10000,5,52,0.23090341533066194,0.23027589188871936,0.02624
10000,5,53,0.23077568196037934,0.23629472482777558,0.02508
10000,5,54,0.2313267495164857,0.2318318284029293,0.02576
10000,5,55,0.23087735767609668,0.23125283581489153,0.02788
10000,5,56,0.23056387163503378,0.23155799425603174,0.02576
10000,5,57,0.231022311391152,0.23286895060343213,0.0253
10000,5,58,0.23082402551704423,0.23348972392170064,0.02612
10000,5,59,0.23040292425139305,0.24278953687432028,0.02634
10000,5,60,0.2306733977409273,0.2289144766487532,0.02606
10000,5,61,0.2306092034202602,0.23177631317918757,0.02578
10000,5,62,0.23049763665262676,0.2249297092134503,0.02538
10000,5,63,0.2308331121090519,0.23326502163728766,0.02508
10000,5,64,0.23126238120900136,0.23186146102079438,0.02604
10000,5,65,0.23117108312435944,0.2307300224033937,0.0259
10000,5,66,0.23075628162309675,0.2347258856825169,0.0269
10000,5,67,0.23057902999460375,0.23453130568746908,0.02676
10000,5,68,0.23071781286926865,0.23295462192965577,0.02682
10000,5,69,0.2305611866064981,0.22871569711070153,0.027
10000,5,70,0.2309083116700282,0.22836234847325743,0.0248
10000,5,71,0.2314055685913795,0.2341743931069818,0.02816
10000,5,72,0.23028360610526527,0.23294089190393874,0.0254
10000,5,73,0.23061890785642478,0.23355638030514397,0.02706
10000,5,74,0.23117885848883304,0.22749943199775388,0.02626
10000,5,75,0.23070685180705386,0.2292298774639919,0.0257
10000,5,76,0.23136487227513175,0.23047232336002,0.02684
10000,5,77,0.23085931657063616,0.22839966243479168,0.02536
10000,5,78,0.23095351537695116,0.2345733315869972,0.02758
10000,5,79,0.23101716379258172,0.2355143841209324,0.02626
10000,5,80,0.2312078172010577,0.22688062164483982,0.02548
10000,5,81,0.2306562699979772,0.230250218882342,0.02544
10000,5,82,0.23037106451595654,0.23941750279311327,0.02668
10000,5,83,0.230492815954874,0.22750254240100148,0.02534
10000,5,84,0.23082084846252438,0.23203563476080805,0.02496
10000,5,85,0.2304703053898673,0.22696488262712985,0.02396
10000,5,86,0.23059075327734346,0.22776087168326525,0.02532
10000,5,87,0.2309296257008218,0.2322257589251811,0.02636
10000,5,88,0.23067252478894593,0.23387216419091272,0.02448
10000,5,89,0.23083704009047296,0.22857576033568766,0.02572
10000,5,90,0.23087114589357563,0.22254868146998508,0.02622
10000,5,91,0.23106546650642643,0.23260249575591546,0.02566
10000,5,92,0.23078339658986657,0.2276966996313126,0.02566
10000,5,93,0.23082146635039863,0.22704963794575098,0.02474
10000,5,94,0.23061235433597466,0.23546112775053554,0.02476
10000,5,95,0.2320971580693113,0.22963810751175473,0.02698
10000,5,96,0.23038616897997413,0.23172488790897305,0.02446
10000,5,97,0.2306757690123208,0.23100706341630198,0.02604
10000,5,98,0.23118890136159545,0.23505240332033878,0.02452
10000,5,99,0.230259644341445,0.23621823613763898,0.02492
20000,5,0,0.23071552803881348,0.23035580907955208,0.01786
20000,5,1,0.23108095635346598,0.2349994552953378,0.01808
20000,5,2,0.23098069837049387,0.22975960202200255,0.01746
20000,5,3,0.23073956795718528,0.2350738738340866,0.0178
20000,5,4,0.23068426978089066,0.22779579396731517,0.01684
20000,5,5,0.23109238410054597,0.23288231814369736,0.0185
20000,5,6,0.23062049910070334,0.22756961738422046,0.0179
20000,5,7,0.23097653770231372,0.23457310400314035,0.01826
20000,5,8,0.23065834067708052,0.22941461708131075,0.01732
20000,5,9,0.23102951667979083,0.232747976184424,0.01814
20000,5,10,0.2307538841939565,0.22837632938281163,0.01854
20000,5,11,0.23076016807513075,0.23064273332336777,0.01736
20000,5,12,0.23077777766946916,0.2278319500221343,0.0188
20000,5,13,0.2310085103743145,0.23215036161781588,0.01784
20000,5,14,0.23094609774154964,0.23274524353155304,0.01768
20000,5,15,0.2309093768518227,0.23050865037872711,0.01874
20000,5,16,0.23079896257835963,0.231329048985262,0.01892
20000,5,17,0.23064191705482756,0.22763353184688806,0.01776
20000,5,18,0.23041744112497334,0.23013282117971123,0.01766
20000,5,19,0.23085718559288707,0.23199339779519929,0.01814
20000,5,20,0.23093206524008744,0.2297585145049018,0.0187
20000,5,21,0.23072569115818137,0.22811608547611925,0.01918
20000,5,22,0.23050900428293528,0.2361426381447161,0.01784
20000,5,23,0.23074599094384168,0.23344622007868232,0.01846
20000,5,24,0.23092976190122397,0.23261163044155914,0.01858
20000,5,25,0.2306706340450306,0.23302232410408955,0.01892
20000,5,26,0.23116838315734606,0.22902796263686895,0.01804
20000,5,27,0.23078297297872385,0.23136703283103124,0.0184
20000,5,28,0.23092256714748402,0.22935154523944384,0.01768
20000,5,29,0.23087293882499482,0.23043175578742942,0.01782
20000,5,30,0.23065982256552828,0.23032611140945342,0.0172
20000,5,31,0.23080745665126506,0.23482023926845846,0.01922
20000,5,32,0.2309976171575378,0.22232692489776543,0.01872
20000,5,33,0.23062706140219946,0.2288638861063656,0.01782
20000,5,34,0.2308097082785456,0.22993703536310922,0.01902
20000,5,35,0.23074918590062213,0.2264134461330941,0.0183
20000,5,36,0.230885403729955,0.22920709721484894,0.0178
20000,5,37,0.23079150518284136,0.2317671666494882,0.019
20000,5,38,0.23107857164040807,0.2297610910339317,0.01814
20000,5,39,0.23099822266938747,0.2260893319576103,0.01776
20000,5,40,0.2309087879341375,0.23142955324640266,0.01794
20000,5,41,0.23055115345638244,0.23195678976799386,0.01786
20000,5,42,0.2308204335359304,0.23304873395390702,0.01832
20000,5,43,0.23074715599046805,0.22712736770343409,0.01772
20000,5,44,0.2310957838428433,0.23035326981062174,0.01796
20000,5,45,0.23058781692430688,0.2283612247270542,0.01892
20000,5,46,0.2307621869189789,0.22970361462198016,0.01692
20000,5,47,0.2305585836956817,0.23287692843594696,0.01768
20000,5,48,0.2310591300042836,0.22826897345261077,0.0172
20000,5,49,0.23059122605978388,0.23209708113002972,0.01754
20000,5,50,0.2308220277124331,0.22863029287268455,0.01784
20000,5,51,0.23038288822519892,0.23396666629984592,0.01982
20000,5,52,0.23087906051346108,0.2322385367463051,0.0186
20000,5,53,0.23079172425683628,0.23226177237296963,0.01924
20000,5,54,0.23062974891692814,0.23279367185178862,0.01866
20000,5,55,0.2309312419049411,0.2287859644830484,0.01774
20000,5,56,0.23091281384879817,0.2352230136602867,0.01682
20000,5,57,0.23083267673577065,0.23264209394436805,0.01762
20000,5,58,0.23068085469289396,0.22625820381817155,0.01764
20000,5,59,0.23070886371585392,0.2335359545511651,0.01894
20000,5,60,0.23052525580762187,0.2379581022999081,0.01768
20000,5,61,0.23064765312439667,0.2289303006403527,0.0181
20000,5,62,0.23098787340352198,0.23120120567519523,0.01884
20000,5,63,0.23097010184816394,0.23199896027639544,0.01882
20000,5,64,0.2307686545614841,0.23447462622747373,0.01784
20000,5,65,0.23065952215203528,0.23114306911408253,0.0181
20000,5,66,0.23094375230295675,0.22594108702112578,0.01736
20000,5,67,0.23066801514873247,0.232655976482935,0.01932
20000,5,68,0.2308636010109341,0.23025030947792122,0.01802
20000,5,69,0.2305677846418149,0.22938324667732402,0.01748
20000,5,70,0.23087602058149354,0.22554815963487096,0.0187
20000,5,71,0.23085072381557198,0.23594414553195633,0.01764
20000,5,72,0.23073668808826692,0.22960882916567704,0.01924
20000,5,73,0.2307767084477741,0.23443075817938688,0.0186
20000,5,74,0.230613809320084,0.23473509687657504,0.01772
20000,5,75,0.2308075760666182,0.2314337415557667,0.01844
20000,5,76,0.23088725262669452,0.2258706158989239,0.01924
20000,5,77,0.2308100804941683,0.23352636512583508,0.01882
20000,5,78,0.23052548590668254,0.22870355802715395,0.01766
20000,5,79,0.2309016489642733,0.23217596600622992,0.01772
20000,5,80,0.23123597336892956,0.23347885196053614,0.0179
20000,5,81,0.230653139915787,0.22979798660664819,0.01824
20000,5,82,0.23095158098368448,0.23793003710511013,0.01788
20000,5,83,0.23069785560810613,0.23079514451663286,0.0181
20000,5,84,0.23076298082584276,0.22826720300989778,0.01804
20000,5,85,0.23059140062617905,0.226168942184393,0.01778
20000,5,86,0.23088536884319352,0.23249925085444695,0.01734
20000,5,87,0.23067828993874906,0.23482405205465118,0.01852
20000,5,88,0.23096033291322826,0.2326768338445121,0.01764
20000,5,89,0.2307907925004766,0.23292482805695897,0.01884
20000,5,90,0.23087437379850798,0.22847310927458842,0.01788
20000,5,91,0.230850791474091,0.2324232328492576,0.01912
20000,5,92,0.2308432364735495,0.23413955725302188,0.01796
20000,5,93,0.23068836408055624,0.22514872712246886,0.01678
20000,5,94,0.23092138782513916,0.23184370322201228,0.01936
20000,5,95,0.23062473688490892,0.2334306943321254,0.01776
20000,5,96,0.2306989028249338,0.2345218224105223,0.01824
20000,5,97,0.23070534782663638,0.2265263154285701,0.01786
20000,5,98,0.23100480638935506,0.22969394043623645,0.01738
20000,5,99,0.23057395683016432,0.22816800550738567,0.01862
100,10,0,0.21702041288963586,0.23136003057956198,0.3753
100,10,1,0.24775169255510424,0.22519970447741794,0.37558
100,10,2,0.22367916297042212,0.22625200546316943,0.36984
100,10,3,0.22791768310284957,0.2567886761858723,0.37922
100,10,4,0.22500123299812816,0.19838239258654913,0.3869
100,10,5,0.20886804618831606,0.23753760916207395,0.37964
100,10,6,0.24998603206862197,0.20450303135023237,0.37878
100,10,7,0.26639821217127,0.24263304866283814,0.38228
100,10,8,0.19283155936871618,0.25145121452638575,0.43306
100,10,9,0.2345576501348671,0.22657633703390134,0.3567
100,10,10,0.2521934957989916,0.2613041978106954,0.3999
100,10,11,0.22439963626447912,0.2244117213746693,0.37974
100,10,12,0.2377252039100352,0.18157356852681578,0.35914
100,10,13,0.22910259562749538,0.28652679493141664,0.39806
100,10,14,0.2713101605092169,0.21192865417286758,0.37926
100,10,15,0.2220294311307453,0.21518135525714688,0.36796
100,10,16,0.2246721603309725,0.363568295956095,0.37168
100,10,17,0.20446739869011898,0.23358700565000623,0.37284
100,10,18,0.2277666190380905,0.2740460048779443,0.35266
100,10,19,0.22411235129228768,0.318002507298453,0.3768
100,10,20,0.22813285880172343,0.21455838099989305,0.36238
100,10,21,0.22473110293852916,0.19958120994578665,0.39216
100,10,22,0.19578709955839663,0.22048837269676716,0.41788
100,10,23,0.21358554853754497,0.28181047899202266,0.39412
100,10,24,0.2163423494437917,0.18294308473518583,0.36032
100,10,25,0.26908733826629755,0.19206396972043008,0.37494
100,10,26,0.21291216557296025,0.18343701210618082,0.36764
100,10,27,0.24286504630410238,0.2133229589491679,0.3653
100,10,28,0.24652918720498335,0.20366546832159382,0.33914
100,10,29,0.23967172611639379,0.18001458857729202,0.36704
100,10,30,0.22460578967331227,0.29719799878568526,0.38114
100,10,31,0.20505084258096995,0.2829296973982279,0.3967
100,10,32,0.22874922811508344,0.20072198989556483,0.37824
100,10,33,0.21908353400747774,0.2196124969340157,0.36326
100,10,34,0.20854016866831537,0.2534171962405851,0.3808
100,10,35,0.2585560924407643,0.22312896493243412,0.36882
100,10,36,0.24809673257047163,0.36466221149283184,0.37142
100,10,37,0.23301980284079085,0.21454449324702707,0.37202
100,10,38,0.23173698903400924,0.2699685089439233,0.37832
100,10,39,0.2514578349217371,0.16929589649137167,0.3799
100,10,40,0.2378116623401048,0.1640174940004411,0.38266
100,10,41,0.1949123535769886,0.24370771694554597,0.39528
100,10,42,0.18009432354405247,0.1706914401197364,0.39796
100,10,43,0.21303399756831704,0.20549247377137322,0.41334
100,10,44,0.23024061576240998,0.31831147712146257,0.38844
100,10,45,0.24146435586608045,0.24330107129599352,0.35478
100,10,46,0.23678309763697653,0.1909754844499347,0.36028
100,10,47,0.21559805728512865,0.24937145373113806,0.35238
100,10,48,0.23275650049013194,0.22165471742393755,0.36294
100,10,49,0.23529018624188813,0.17916128927224406,0.37604
100,10,50,0.21959262221558373,0.2669100543269648,0.39086
100,10,51,0.22581785389948328,0.2290959144236496,0.37788
100,10,52,0.2092048387619039,0.25567360744423917,0.34854
100,10,53,0.24884765562010336,0.18730191323550133,0.36914
100,10,54,0.2320299887736861,0.1616243696528353,0.37936
100,10,55,0.2236264489158254,0.22889599181638534,0.38278
100,10,56,0.22964417586868796,0.2637074519672933,0.38616
100,10,57,0.24478379371304362,0.2907042367312711,0.37874
100,10,58,0.266200079573578,0.2122946284793557,0.37444
100,10,59,0.21161325584601115,0.21171935346521112,0.36846
100,10,60,0.2275481403076932,0.21730350327562892,0.33248
100,10,61,0.2269408330121222,0.28845782546793963,0.40518
100,10,62,0.22850346941255306,0.26813894098931423,0.38076
100,10,63,0.20947748706111077,0.194214687685594,0.39822
100,10,64,0.21019261629819547,0.22978893774525752,0.3722
100,10,65,0.21246537433403007,0.23044974584490624,0.41416
100,10,66,0.23040390337702954,0.20800890392979263,0.38834
100,10,67,0.20105036675118024,0.27398760050661386,0.3912
100,10,68,0.218663667963217,0.19540698819936786,0.37634
100,10,69,0.2088884086113712,0.3102902988162363,0.3543
100,10,70,0.22687114786669368,0.1913499398657204,0.37208
100,10,71,0.2226743943456965,0.2905510567603064,0.34122
100,10,72,0.22264598653472298,0.20987483222733616,0.3512
100,10,73,0.2320307303309479,0.18315108808842462,0.39248
100,10,74,0.19974161339780863,0.1540321156162295,0.41728
100,10,75,0.21762621217636288,0.22528710421466308,0.37224
100,10,76,0.22373735050817078,0.17056009395395913,0.37982
100,10,77,0.24937349820412474,0.2570114306867839,0.3423
100,10,78,0.2118713085691861,0.26839621701016,0.38244
100,10,79,0.1979272853218426,0.22787317246866026,0.40188
100,10,80,0.2265268083879635,0.17207609294278886,0.33998
100,10,81,0.2302736377221394,0.14101230632735787,0.3612
100,10,82,0.22561153625829586,0.21995869513615918,0.38942
100,10,83,0.2037889335979178,0.1824231675812215,0.35528
100,10,84,0.23489950170430088,0.15772930030135057,0.38716
100,10,85,0.2220057482584296,0.19578466734621025,0.36856
100,10,86,0.2237023366446492,0.2357248560189718,0.37948
100,10,87,0.20459070752842332,0.27181800041948867,0.42034
100,10,88,0.23697615756297857,0.3137199326192757,0.40192
100,10,89,0.21191905562550617,0.21366444569144774,0.36218
100,10,90,0.20342486797013795,0.21969734707028674,0.4036
100,10,91,0.228709585134866,0.2766067668121148,0.38662
100,10,92,0.2643367369978525,0.1753291415803072,0.36898
100,10,93,0.2226309462740297,0.28913997460168717,0.35722
100,10,94,0.2338052092767125,0.20833317006732682,0.39436
100,10,95,0.21408806190911472,0.2833071864360038,0.36928
100,10,96,0.21342159799283542,0.2325616848983294,0.38402
100,10,97,0.18395847233663556,0.18253601339838715,0.42602
100,10,98,0.2332661848311363,0.2548102641073866,0.4162
100,10,99,0.22804456154104916,0.1697329763898744,0.39002
200,10,0,0.22113776843505256,0.21250882266495225,0.30984
200,10,1,0.21640642503117713,0.20314859615955444,0.29062
200,10,2,0.24178676696853083,0.20589662270775605,0.31046
200,10,3,0.23288794648692257,0.19847032165853856,0.3135
200,10,4,0.20956787133773558,0.2260723452167786,0.31146
200,10,5,0.23565477478009084,0.26086188938909316,0.33008
200,10,6,0.2247005346774221,0.2097617695742328,0.29324
200,10,7,0.21307675842404564,0.20284946611422017,0.31688
200,10,8,0.22438402203947666,0.2133916163147291,0.30318
200,10,9,0.21938316252611012,0.18172227155406356,0.3122
200,10,10,0.23399559006744636,0.16579286720715283,0.31828
200,10,11,0.21836729247069792,0.23187336304387404,0.29824
200,10,12,0.2214390945650703,0.26287838343457304,0.31744
200,10,13,0.23339655061149656,0.2180412818162368,0.30164
200,10,14,0.23060686739979178,0.23993789448850175,0.29996
200,10,15,0.2219880943242824,0.22456420255463425,0.28276
200,10,16,0.21676611090017542,0.1756852559038094,0.3059
200,10,17,0.21548650495350954,0.19550763711100133,0.3002
200,10,18,0.2187395593928616,0.2321093638112925,0.29652
200,10,19,0.22633099815162908,0.2015680152166906,0.29266
200,10,20,0.21389819007002586,0.25427098708732265,0.30562
200,10,21,0.23410831397807208,0.20108528825108718,0.32078
200,10,22,0.23278287434627926,0.2647780793506236,0.28954
200,10,23,0.22492792520789262,0.24146866132375397,0.31236
200,10,24,0.22295472520290477,0.27003069062663976,0.29668
200,10,25,0.21985661211113833,0.24174337434721388,0.29892
200,10,26,0.22730453490981797,0.23675733902520316,0.2877
200,10,27,0.21962898100402964,0.18839544400875968,0.28998
200,10,28,0.2407327250136953,0.21088991902560159,0.30398
200,10,29,0.23263358622066124,0.24283436378715817,0.28832
200,10,30,0.23946616256875888,0.1958737375365509,0.28134
200,10,31,0.21435213520182875,0.21872075438733685,0.3151
200,10,32,0.22597821833771306,0.21784837477278088,0.32204
200,10,33,0.22611996880523477,0.231563946560679,0.28634
200,10,34,0.22935026633425576,0.25852203808377555,0.29934
200,10,35,0.23536718307667034,0.2197621667128617,0.31908
200,10,36,0.22968713179166192,0.22120779301768284,0.2947
200,10,37,0.23285228697937219,0.19615316176141243,0.30752
200,10,38,0.217010416237679,0.23388829308319106,0.3158
200,10,39,0.2181418964368468,0.2620248468001799,0.32098
200,10,40,0.22440026336550628,0.2584281348475632,0.3093
200,10,41,0.21610550983989862,0.22692228923013594,0.31132
200,10,42,0.22479893956799885,0.1982264301202239,0.33004
