,f
1020,0.0003253004134932117
1021,0.08093779003008433
1022,0.06583821408359215
1023,0.24976827485625508
1024,0.09773571186367802
1025,0.038376458556696975
1026,1.4536978772116032
1027,0.1466158079191499
1028,1.8547787279212848
1029,0.8983319166096567
1030,7.199344880265703e-05
1031,0.268539319066303
1032,0.0007822272712041182
1033,0.07869872823071111
1034,0.9774000680706056
1035,0.11985350409625618
1036,1.5463301663032354
1037,0.27565867532801225
1038,0.005230775513222817
1039,0.13521656043776104
1040,0.00018534418310831572
1041,0.001560557671286466
1042,0.011563239168562502
1043,1.5505763170862061
1044,0.17077232465097467
1045,0.9469978257086813
1046,1.300532716881056
1047,0.013005967827219187
1048,1.416057605558032e-06
1049,0.5727702790660126
1050,0.21446172573605465
1051,0.0001551643070900649
1052,0.24788428984049857
1053,1.7347433902278386
1054,1.6101406548944501
1055,0.0002007551522074592
1056,0.0056542074131428035
1057,0.0025019321472127295
1058,0.10661619811623407
1059,0.0014424448785350672
1060,0.3245990859870156
1061,1.5589366202090136
1062,0.09024845491930754
1063,3.548370594798891e-05
1064,0.011617911218850864
1065,1.04828864483829
1066,0.01947842249975221
1067,0.04445583096348758
1068,0.8705197338974198
1069,3.864352082221498e-05
1070,0.012018763323203712
1071,0.07673800315322993
1072,0.1018616129259417
1073,1.519987092125446
1074,1.108292144272552
1075,0.12153008792245495
1076,0.13772680510323
1077,0.223721927101193
1078,0.010393076160187236
1079,1.1626030337594748
1080,5.465992420298705e-05
1081,0.7580631273267548
1082,1.0785402457250277
1083,0.09894208547081515
1084,1.5502436807897846
1085,0.08968781857683103
1086,0.20913637810698105
1087,0.029725025776096786
1088,1.1314241829718232
1089,0.3753490159766548
1090,4.023072024783849e-05
1091,0.011703474399919565
1092,0.7023804967794909
1093,0.0004902740787760631
1094,0.013882092991769474
1095,0.010632088062118423
1096,0.7954953187044681
1097,1.899997636769443e-05
1098,0.12059173478368661
1099,0.0007868415994541149
1100,0.009970189422412089
1101,0.11897530079426001
1102,0.0030943806924415315
1103,0.04559480398761947
1104,0.0005305591320784067
1105,0.142593078438897
1106,0.5357277414219516
1107,1.7191812732436407
1108,0.02343157525568849
1109,0.20864350284473057
1110,1.6267480503923448
1111,5.932671992492598e-07
1112,0.004080715887258519
1113,0.023387444802986993
1114,0.559608116238625
1115,1.2815741065649164
1116,0.14016449840757403
1117,0.5619740711676565
1118,0.7676573541209168
1119,0.004290257645589035
1120,0.01979350575067772
1121,0.01709362989650205
1122,1.068816408872419
1123,1.3667086446730328
1124,0.6975131531834304
1125,0.0547886952826585
1126,1.5433573821483333
1127,0.01822738617373094
1128,0.001620948393813045
1129,1.110269203921886
1130,0.005026733385885462
1131,0.0884776377314186
1132,1.1071408390647204
1133,0.06100259575598216
1134,0.9998327429773903
1135,0.027800023763276623
1136,0.001891284268395187
1137,0.04504332902671183
1138,0.730162835795984
1139,5.442707657202711e-06
1140,0.64210529911436
1141,0.00012807023540852312
1142,0.5492243762390313
1143,0.6452293762399413
1144,1.2985753661120174
1145,0.7986813012477215
1146,0.013204276028783745
1147,1.1846093572636096
1148,0.896785278604615
1149,0.00045868597350137035
1150,0.0035960965465188714
1151,0.00016632275342942716
1152,0.6377797698237949
1153,0.030169967574779036
1154,0.033876473093706824
1155,0.0003348883340594295
1156,1.2932055905866873
1157,1.092988211228242
1158,0.0005139503461342295
1159,1.3966154154528598
1160,0.686680274534044
1161,1.7299128939925432
1162,0.9923324877000194
1163,0.02790791033686311
1164,0.0005954266100492351
1165,0.04601885332446463
1166,1.3421230499657226
1167,0.39473678578452753
1168,0.5815812172197408
1169,0.2342250293231869
1170,0.8447334456597331
1171,0.00016557203066545385
1172,0.05532318421862687
1173,0.0003457299888623911
1174,0.00722384036462664
1175,0.806359764566838
1176,0.01758581810781033
1177,1.404817067587943
1178,1.280798049078276e-05
1179,0.00026633598114503396
1180,0.31938395467526315
1181,0.22235043550958186
1182,4.886036552386141e-21
1183,0.8108536814316801
1184,0.6735771466920584
1185,0.3844122837356051
1186,0.10514068483318507
1187,0.006891593638290031
1188,3.46092297603361e-05
1189,0.012244166164199446
1190,0.9717706237350838
1191,0.00550330231946133
1192,0.11415100114710061
1193,9.897535721017486e-05
1194,0.6828771905738406
1195,0.08005685481469364
1196,1.753084613690798
1197,0.33659826630048156
1198,0.02228027623869327
1199,1.6300623566075372
1200,0.0002544819766701526
1201,9.181793000128771e-07
1202,0.0073346404884268804
1203,1.0479465264007692
1204,0.7237195979492705
1205,1.1012483003633222
1206,0.060619212593937634
1207,0.048648286209747066
1208,0.18895141000566368
1209,1.627634901253983e-07
1210,1.296312663346828
1211,0.7986950168817529
1212,1.0020535030608968
1213,0.9798932752010779
1214,0.22074759314405026
1215,0.00025892546220841024
1216,0.6045647560380699
1217,1.1050644116837802
1218,0.9171768570062274
1219,1.4309647821230957
1220,0.013710370902852024
1221,0.06706144444627576
1222,0.506184510442459
