-7.461785952541834244e-02,6.067162663492966374e-02,-2.332681730553405886e-01,-9.461844297123443714e-02,-5.025403929210370269e-02,7.297414189577817734e-01,2.238509078162465582e-01,-4.203237663444458483e-01,-6.377611548199422220e-01
5.377629731226814952e-02,7.740583706688640864e-04,-1.060019016919176299e-01,4.451022066782095443e-02,1.731731505890431524e-02,5.714653240513904026e-03,1.169919973893704401e-04,-2.529343759388990032e-01,-3.504974202213174267e-02
-1.180695941141066130e-01,3.729949939651626134e-01,-1.624278933768191213e-01,-1.373450099329259488e-01,-2.793727793943530033e-02,1.874855519240835156e+00,4.109525336104741799e-01,-1.653992368805119684e+00,-3.414499067223041529e+00
5.083368076319817741e-02,6.747655540553844367e-02,-1.051514561896996491e-01,9.648479474444537907e-02,7.878439841501655785e-03,3.164112147194717561e-01,2.168484839915775161e-02,-4.318296658053195625e-01,-3.517286843945033881e-01
2.758311438653379515e-03,-1.937223197656415231e-04,-2.856959255616578746e-03,2.356321690347214053e-03,3.887272142004489974e-04,-1.199459327153568067e-03,-7.547101580191929889e-05,-1.105024512706538967e-02,-1.863773941051584306e-03
3.512398421782974012e-01,-2.549605597851785088e-01,-8.241265738689750042e-02,3.791938523513577408e+00,9.306724810479705123e-01,-2.090705546102828993e-01,2.301891610397576587e-03,-3.312853642378138286e+00,-4.059374905909046483e+00
3.559214325789873623e+00,2.512464287278553220e-03,-3.988684828408654681e+00,2.440663999716475782e-02,2.784011229529540499e-01,5.157947304840263675e-03,1.040172286525769922e-03,-2.285935705974559529e+00,-3.051559298061178038e-02
2.004122621301194140e-04,6.926573657758310076e-02,-1.861197949891013267e-02,3.129266770954342914e-04,5.751621193605947112e-05,2.826271827832256729e-03,1.591855300864000906e-03,-2.932976990211669938e-03,-5.561109891300296953e-02
3.696214150403392962e-01,6.514364276586038713e-03,2.956557561263376335e-02,2.821116518524775449e-02,1.532956718034828247e+00,2.106209411010057792e-02,6.874225839375822621e-03,-2.393158203613382273e+00,-4.741874159676737893e-02
2.337890895456743497e-03,-7.912828138121368515e-04,-2.298468836691160058e-03,7.073499891182940397e-03,4.577370527709645172e-04,-1.494018078271346171e-03,-1.454378304892668715e-04,-1.110685133598301663e-02,-5.381052328036201385e-03
4.263451654352428677e-01,6.570541238776804738e-01,-2.474501088314344344e+00,6.275703340520703000e-01,1.323746217118524360e+00,2.190985714225874403e+00,1.818787658545441444e+00,-3.694348393156971611e+00,-1.715735761048852615e+00
