# 30,40,50,60,70,80,90,100,120,140,160,180,200,250,300,400,600,800,1000
0.000000000000000000e+00,1.612903225806451568e-02,7.956989247311826996e-02,4.677419354838708437e-02,5.161290322580645157e-02,6.989247311827956333e-02,3.456221198156681634e-02,4.786342689568495734e-02,5.945604048070841918e-02,3.868873062421450404e-02,5.197772657450076828e-02,4.456231610306313207e-02,3.436207533381207407e-02,2.954206460517820598e-02,4.357910906298002873e-02,4.175459528875088977e-02,4.204108641345667696e-02,3.981768963078775175e-02,3.691538190051115581e-02
3.225806451612903136e-02,4.731182795698924554e-02,8.064516129032257841e-03,5.210166177908113344e-02,1.382488479262672723e-02,1.720430107526881719e-02,5.412186379928315277e-02,5.120327700972861912e-02,2.721257237386269512e-02,4.976958525345622636e-02,4.395407459923588583e-02,4.712621607782897792e-02,3.750872783130847210e-02,4.488513551156028680e-02,4.176948096591690668e-02,3.524536889386722244e-02,4.861149432918012575e-02,4.502483055703718900e-02,4.811362681214115256e-02
1.612903225806451568e-02,8.179723502304148131e-02,7.795698924731182811e-02,4.032258064516129614e-02,7.511520737327188890e-02,3.736559139784946526e-02,4.421402969790066279e-02,1.612903225806451568e-02,7.433077675013158303e-02,4.435483870967741465e-02,3.384769352511288187e-02,3.707459523398802526e-02,6.445357299247242433e-02,4.671847233517063130e-02,3.309289932027933978e-02,2.650993689816607407e-02,3.639302451992268428e-02,3.634430245327779918e-02,4.931230747415596416e-02
8.064516129032257841e-03,3.064516129032257910e-02,1.008064516129032195e-01,3.225806451612903136e-02,3.064516129032257563e-02,5.110087045570916447e-02,5.389144905273936942e-02,4.129544290834612913e-02,1.797235023041474436e-02,3.822687169461363305e-02,4.421402969790066279e-02,5.775729646697388281e-02,3.501243837556630711e-02,4.344748652149031665e-02,3.011182051929080575e-02,4.562573917412627439e-02,3.881513866291343845e-02,3.611572015742393199e-02,3.950277856035797064e-02
3.494623655913978166e-02,4.032258064516128920e-02,6.917562724014336695e-02,5.215053763440859885e-02,8.297491039426523052e-02,8.045314900153610616e-02,3.942652329749103679e-02,4.929004687069202945e-02,5.741167434715821472e-02,3.548387096774193589e-02,1.892193827677698253e-02,3.485815260008807981e-02,4.069496811432295191e-02,3.943375854315545742e-02,4.691299458851640874e-02,3.575269616090461650e-02,3.311019115044264161e-02,3.668870439881073003e-02,4.254833355424379737e-02
6.451612903225806273e-02,9.216589861751152066e-03,3.064516129032257910e-02,3.198924731182795078e-02,6.943164362519201049e-02,1.720430107526881719e-02,8.172043010752688685e-02,7.139366010333753065e-02,4.707747449682932878e-02,4.160868648534682412e-02,1.437451437451437580e-02,4.300135348522445000e-02,3.690476190476190549e-02,3.938861317893575797e-02,4.269305962854349351e-02,5.306525879031620541e-02,5.452564547257575389e-02,4.400985468284333152e-02,4.033993424187459764e-02
4.301075268817203950e-02,3.494623655913978166e-02,5.241935483870967249e-02,7.616487455197132328e-02,2.987711213517665193e-02,6.190476190476189994e-02,3.960573476702509282e-02,1.954094292803970276e-02,4.438858632407019500e-02,4.079039240329562777e-02,2.648131438454019021e-02,2.945468509984638938e-02,3.529068970245441417e-02,3.446418645659631713e-02,4.373763055631799124e-02,4.305384743664117386e-02,4.155257922677144805e-02,3.749177047564144355e-02,4.213987872465550094e-02
4.946236559139784855e-02,1.612903225806451568e-02,2.956989247311827759e-02,5.376344086021505458e-02,2.073732718894009258e-02,2.181259600614439409e-02,3.476702508960573257e-02,4.882232462877623969e-02,3.050041356492969036e-02,4.304333659172368542e-02,4.768014243820695164e-02,5.206716117532057125e-02,4.049015500628403569e-02,3.591909882232462159e-02,3.812901894357771659e-02,2.853963188403416465e-02,3.893836521416389057e-02,4.381888220645263621e-02,3.894180318837898308e-02
4.623655913978493709e-02,4.032258064516128226e-02,2.688172043010752382e-02,1.382488479262672723e-02,4.139784946236559071e-02,3.844086021505375983e-02,1.370967741935483729e-02,3.494623655913978166e-02,4.769585253456221086e-02,3.627070522606325870e-02,4.987467729403213118e-02,4.848019364148396099e-02,3.138223783385073878e-02,4.874166109310421741e-02,3.955440162663163839e-02,3.249650486562909169e-02,5.152328437275775080e-02,3.681487092960401136e-02,4.748156891396327489e-02
1.209677419354838745e-01,6.397849462365590156e-02,4.516129032258064946e-02,3.440860215053763438e-02,3.853046594982078438e-02,2.342549923195084288e-02,9.137457524554297439e-02,1.589861751152073926e-02,1.673183447376995828e-02,4.240387748452264377e-02,5.151515151515151381e-02,2.713773681515617084e-02,3.258391671579527471e-02,3.930692962951027464e-02,4.544867556960830585e-02,3.537184163025811068e-02,3.992010667935226575e-02,4.047342025005096905e-02,3.757998821666815037e-02
2.419354838709677352e-02,2.526881720430107156e-02,2.150537634408601975e-02,5.053763440860215700e-02,8.736559139784945416e-02,4.838709677419354704e-02,3.449820788530465199e-02,5.537634408602150338e-02,3.907159149094632800e-02,2.663757810816634250e-02,3.027510124284317483e-02,5.238099713906164967e-02,3.826164874551971767e-02,4.043980920042039573e-02,2.707022647746258615e-02,3.733041444296703038e-02,2.673661564824892853e-02,4.314160105522636679e-02,3.420779135244989694e-02
3.225806451612903136e-02,5.376344086021504765e-02,4.408602150537634101e-02,2.903225806451612684e-02,4.946236559139784855e-02,3.686635944700460826e-02,5.293138760880695959e-02,4.302471721826560402e-02,2.662570404505888028e-02,5.262765907927197812e-02,3.599268115397147305e-02,2.941480562448304040e-02,2.673714647149182111e-02,4.692612177827049785e-02,4.128052288537206738e-02,3.365727618254950315e-02,5.342929041298254134e-02,3.971489251058363951e-02,4.017211653389717030e-02
7.311827956989246091e-02,1.612903225806451568e-02,5.322580645161290036e-02,2.419354838709677352e-02,1.804915514592933881e-02,5.337941628264208233e-02,3.261648745519712955e-02,5.134408602150537793e-02,2.948028673835125305e-02,3.711946655495042269e-02,3.502096703358975605e-02,3.752232903086793331e-02,3.093668402017547836e-02,5.375268088783995840e-02,2.925618079710862185e-02,4.209776007382667190e-02,3.346551840967922770e-02,3.185387276262358763e-02,4.508564591382682035e-02
1.182795698924731138e-02,8.064516129032257841e-03,2.795698924731182533e-02,7.695852534562211411e-02,1.459293394777265787e-02,5.376344086021504765e-02,4.323069403714564773e-02,3.590629800307219843e-02,3.620071684587813227e-02,3.264078584287313095e-02,3.769550342130986720e-02,3.910627902563385688e-02,3.932877158683609903e-02,3.352835757959096719e-02,3.839183257135571348e-02,3.741892749606633845e-02,4.266948414875258028e-02,3.804262184004539304e-02,4.280098277874567342e-02
7.258064516129031363e-02,2.688172043010752382e-02,2.956989247311827412e-02,3.440860215053763438e-02,1.935483870967742021e-02,4.331797235023041037e-02,3.458781362007168347e-02,2.069892473118279536e-02,2.559000139645301042e-02,5.360459433040078853e-02,5.766392578536790048e-02,1.663175534143276207e-02,4.573732718894009397e-02,5.663335715517878871e-02,4.398018686818247480e-02,3.910268030437393655e-02,4.630426114145989869e-02,3.589128658333527039e-02,4.495595104325296465e-02
4.838709677419354704e-02,3.225806451612903136e-02,5.376344086021504765e-02,7.473118279569893052e-02,0.000000000000000000e+00,2.212214308988502687e-02,3.287250384024577310e-02,3.570264860587440969e-02,1.612903225806451568e-02,3.736559139784946526e-02,3.347369476401734073e-02,3.789042498719917551e-02,4.193548387096773800e-02,4.054617885637559760e-02,4.349927975058048152e-02,4.145199076543168437e-02,3.502069450886850788e-02,4.911268796906327616e-02,4.959545616315329253e-02
2.150537634408601975e-02,0.000000000000000000e+00,2.096774193548386900e-02,5.376344086021504765e-02,2.553763440860214867e-02,3.602150537634408317e-02,3.978494623655914192e-02,3.791602662570404264e-02,3.560373318437834445e-02,1.753712237583205172e-02,4.049892759570178358e-02,3.812316715542522078e-02,3.737875028197608362e-02,2.438407847575928614e-02,4.840227684030740107e-02,3.132587652666361105e-02,4.444401090920271913e-02,3.539820396516907275e-02,4.264404872948571179e-02
4.838709677419354704e-02,8.064516129032257841e-03,3.686635944700460826e-02,1.612903225806451568e-02,5.376344086021504765e-02,1.801075268817204159e-02,3.317972350230415091e-02,4.174347158218126574e-02,3.460410557184750296e-02,2.864125122189638273e-02,3.723665644918017215e-02,4.211596173171125446e-02,2.465613661059581213e-02,3.631675905518822606e-02,4.112339273629595643e-02,3.062630076036840579e-02,3.336019629555773969e-02,3.739236163128580731e-02,4.295345314556495153e-02
4.784946236559139282e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.609831029185867762e-02,2.939068100358423197e-02,5.241935483870967249e-02,4.009216589861751279e-02,2.935460596750919318e-02,5.528500594914257521e-02,5.424499335789658566e-02,4.280665570988151369e-02,2.478041671590058836e-02,3.487649815923060670e-02,3.255850727387728932e-02,2.584619253272829251e-02,3.837053571773435534e-02,2.928539430257927692e-02,4.336087985868909700e-02,3.977529333843267401e-02
3.763440860215053196e-02,3.629032258064515681e-02,1.290322580645161289e-02,2.943024717218265668e-02,2.526881720430107156e-02,7.258064516129031363e-02,7.150537634408601906e-02,4.946236559139784855e-02,8.661150677279709498e-02,3.311621174524400496e-02,4.439395729718310230e-02,4.365428478331703777e-02,2.681559427289977385e-02,5.354475273830112264e-02,1.370708987407279547e-02,3.065080781770824006e-02,4.546283317459419437e-02,4.070399240110277733e-02,4.099282838977878762e-02
