9.710033923477143780e-01,4.383283753020746909e-01,5.596857873931059268e-01
1.603448579634170645e+00,2.112566022605785465e-01,6.613024370377191818e-01
1.598085416846379614e+00,2.199116545894323760e-01,6.961531305335574293e-01
1.636861237815403047e+00,2.553121937714891154e-01,5.566828098154766868e-01
-1.304686635589141774e+00,1.099346251943509545e+00,7.979470610498268224e-02
1.709294148006326841e+00,1.559377498735408651e-01,6.945716174116077779e-01
1.037110976208895918e+00,5.240347835869573201e-01,3.847703154452454810e-01
1.212305168745450246e+00,5.460979292380243599e-01,2.601864106252195774e-01
1.628789222944497128e+00,2.224406821745975593e-01,6.343919402279665221e-01
-3.993575361233850929e-01,1.035207843004676720e+00,-3.339645052664255796e-03
-3.871413825676796039e-01,7.084563221128913346e-01,2.967433943131280727e-01
1.340353177336159218e+00,4.710451722681163744e-01,3.391268901197341257e-01
1.515860789307473588e+00,2.451119637729585465e-01,6.787939245283800549e-01
-6.677310360816733903e-01,7.956799200262640870e-01,1.953968571941135934e-01
1.369257563636487429e+00,4.721001861083662376e-01,3.186105368093888890e-01
-1.204632116780286033e+00,1.024476195897262354e+00,-2.191594100533713826e-02
2.424757495260891627e-01,7.914609599790187744e-01,2.083394569001957020e-01
1.458600389192676205e+00,2.659232323028030698e-01,6.503050650151869227e-01
-9.998937015958566654e-01,9.272359485540365709e-01,1.536784356970913590e-01
1.518507136089085163e+00,3.457934884911531004e-01,4.887801248231379292e-01
-8.114922802030177795e-01,8.963683274760623210e-01,2.116876404622874408e-01
8.499064116545617109e-01,6.347122526749631177e-01,2.671029706013343108e-01
-3.374154874235062995e-01,6.888147569701721373e-01,3.064885815009458225e-01
1.763958810050391124e+00,1.428481074444035437e-01,7.192124006511194656e-01
-8.131109325964900325e-01,9.122672823926003538e-01,2.285368323560111881e-01
-9.747502685793101307e-01,9.110880357337773905e-01,1.873745964277998000e-01
1.774275193353996416e+00,1.526478961710183713e-01,7.038344944601985231e-01
7.056382497773303619e-01,7.026234757583021961e-01,2.044593453335705746e-01
1.592676592965351245e+00,2.247884871062703904e-01,6.688314538244226615e-01
1.076542341196582875e+00,3.961703315880042986e-01,6.021213358728196852e-01
1.759205271017241445e+00,1.387473608187321239e-01,7.215712578296975543e-01
9.406574178525715091e-01,6.278065868256986759e-01,2.416255690836965064e-01
1.475715995631818656e+00,3.760290910883019033e-01,4.500699776958777543e-01
1.253749179643532718e+00,4.895189605025138113e-01,3.545375945649851257e-01
-7.922142371638253300e-01,8.467957748283634345e-01,2.214488444895918728e-01
3.642681998256266929e-01,7.130336238917420744e-01,2.985842968930965680e-01
4.047982754185400767e-01,5.401667026162544349e-01,5.200825626231965204e-01
1.091333903533847849e+00,4.292898698530842605e-01,5.429757351974954238e-01
7.353323619316858295e-01,5.028680035565358253e-01,5.264503913289075854e-01
1.600101536105094979e+00,3.146650117172161143e-01,4.814914453340332634e-01
-1.256927525404001766e+00,1.042016117439999556e+00,-4.055539379261813293e-02
-3.316639368052931580e-01,7.037917336396120049e-01,3.131717204600291127e-01
-3.746227465938652412e-01,8.826582664655296950e-01,2.132048409535362288e-01
1.132240622993692103e+00,4.011025715735677122e-01,5.678169627460946112e-01
-1.008582096113743998e-01,7.167523995321941621e-01,3.842816678725613500e-01
1.074138528990122188e+00,3.807156975462114290e-01,6.203654405232362778e-01
1.256715194039714101e+00,4.214067979210474602e-01,4.647720050893321408e-01
1.218232514052204785e+00,3.902384161305865184e-01,5.419270097142696585e-01
6.423090533258770662e-01,5.034442971606509776e-01,5.380885288342536210e-01
1.261890142293318862e+00,3.262935006915784197e-01,6.410950382957101290e-01
1.824356266939618498e+00,1.065298718659451888e-01,7.464651775505564135e-01
-1.474082976630098907e+00,1.126373777150799560e+00,6.032792764379549255e-02
1.611331420971605644e+00,2.837714383404392193e-01,5.268031724175992192e-01
-1.190945733657316596e+00,9.965636220063370798e-01,1.617594970919684627e-01
6.566519587400625468e-01,6.128205501383607867e-01,3.751036460019576690e-01
1.660128200437822388e+00,2.034957298428216321e-01,6.867720144301476815e-01
1.173900461053221989e+00,5.363025134620361678e-01,2.979219930568323682e-01
-6.201967466435374249e-02,7.975456749794402889e-01,2.717732020704763385e-01
1.800006353088976274e+00,1.155647228269270493e-01,7.367150732488884080e-01
-5.659398905639160260e-01,7.572251447430893290e-01,2.643637752610738523e-01
-1.143098232726992292e+00,1.006929622511506972e+00,-1.547180691396925212e-02
1.195108476247893625e-01,6.215014222642163411e-01,4.576225347079312389e-01
1.672199006310176372e+00,2.482112348188123541e-01,5.717498425067474299e-01
9.329933562925619706e-01,5.817670108639040327e-01,3.280378826905133161e-01
-1.011065397383721587e+00,9.199537424222271609e-01,1.726499352554243805e-01
1.572094276406802216e+00,2.124230018549540522e-01,6.890552606825268711e-01
-6.886331097039416482e-01,8.429136065609311723e-01,7.668505909262074427e-02
4.340822455936876323e-01,6.175286609757837386e-01,4.288563913006839812e-01
1.664730202470021680e+00,1.651228796484914829e-01,7.025314750649109818e-01
-4.475238797058926910e-01,7.213899295035549608e-01,2.678518569741341060e-01
-7.769388052536129186e-01,8.809424517906511154e-01,2.381213017830944786e-02
1.579560587299128294e+00,2.470431300949515740e-01,6.056536578968786388e-01
1.843484759467791945e-01,6.961897818548854477e-01,3.669673351485071011e-01
9.257854965572761552e-01,4.930902885524759416e-01,4.919270129441828399e-01
-6.544434069748064076e-01,7.897905728085528043e-01,2.200649210679276602e-01
-1.149767148107133208e+00,1.003707921585297980e+00,1.088462988520210589e-02
5.253041161278119153e-01,5.179432600351389082e-01,5.305712893083109893e-01
1.486165869795350813e+00,3.731342796325063382e-01,4.326603719112936952e-01
1.597349857888263225e+00,2.452292206216389880e-01,6.203462099874594848e-01
1.660201761773567597e+00,2.027277766716042429e-01,6.375069848205429102e-01
-2.703096694384331533e-01,7.115504500062632687e-01,3.638673796719619769e-01
1.715599529972618775e+00,1.555098216273967382e-01,6.985779347271448003e-01
1.465121929247604093e+00,3.644657377285897559e-01,4.829235582219835177e-01
-5.160100290570502901e-01,7.733605023536633816e-01,1.381305191678922351e-01
1.443630632840487982e+00,2.698413812596293648e-01,6.799151688075698585e-01
1.313242957281079981e+00,4.685235445137957422e-01,3.554864629634362228e-01
1.212857153884897121e+00,5.275545698144916695e-01,2.827155482309471890e-01
1.624213083137119540e+00,2.633471636564485574e-01,5.806836493781218911e-01
1.333133037660441556e+00,4.123267627680837766e-01,4.644958806430828924e-01
1.424862505630651199e+00,3.797479567554746804e-01,4.592129651253302747e-01
1.594550027329419750e+00,2.064294677673054190e-01,6.889048872046565908e-01
-1.119067182891425039e-01,8.384604403710677056e-01,2.208142787415988961e-01
-6.366771998883143935e-01,8.065717406753343255e-01,2.409946891809273406e-01
1.463079849381085040e+00,4.480730920727603039e-01,2.973427876826542082e-01
1.364660417050778562e+00,3.020518372259620166e-01,6.516104026166094076e-01
1.708050050833302969e+00,1.658663991805211790e-01,7.249985324653718255e-01
-1.112970099545347979e+00,1.001376644013449058e+00,-1.374711970035625945e-02
1.583785603124632013e+00,2.293722435063109966e-01,6.880653903936704285e-01
1.267330706620966474e+00,5.085320375338143739e-01,2.980950901734188974e-01
-3.897502692263856150e-01,7.068036605124059513e-01,2.635595157977701497e-01
-5.340474406550642650e-01,7.626884736306854817e-01,1.794052029424387795e-01
9.084924912486149751e-01,6.443673877465094790e-01,2.248195604181079388e-01
-8.828435650691242031e-01,9.165908784291589839e-01,2.244347738321370578e-01
1.669721819403343632e+00,1.821769614912585322e-01,7.155639659216331827e-01
4.415999299338749795e-01,5.480322208779847548e-01,5.011925496909467315e-01
1.707990879399822859e+00,1.993787513609433515e-01,6.320480870692660735e-01
-5.455797705595668567e-01,7.691407245135504223e-01,2.183246509007045200e-01
-5.430552796753412848e-01,7.907742403314098611e-01,3.142870629221989898e-01
1.671613453353489875e+00,1.812446825235222714e-01,6.670992051241508847e-01
1.525028780513467908e+00,2.869575219157757262e-01,6.103992216305237362e-01
8.182130756698150487e-01,6.916765702311362674e-01,1.763503293829140062e-01
1.299165798766632518e+00,4.798557073466432898e-01,3.335710882132297272e-01
-9.091586338173303083e-01,1.022371428416199990e+00,1.197519446061965365e-01
-1.378009207460409336e+00,1.060163212212217765e+00,6.501458424904342503e-02
